,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-1,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1180-3p,hsa-miR-1182,hsa-miR-1184,hsa-miR-1204,hsa-miR-1224-3p,hsa-miR-1231,hsa-miR-1252-3p,hsa-miR-125a-3p,hsa-miR-1260b,hsa-miR-1261,hsa-miR-1269b,hsa-miR-1271-5p,hsa-miR-1278,hsa-miR-1292-3p,hsa-miR-1294,hsa-miR-1297,hsa-miR-1298-5p,hsa-miR-140-5p,hsa-miR-1470,hsa-miR-147b,hsa-miR-148a-5p,hsa-miR-148b-3p,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-1537-3p,hsa-miR-183-5p,hsa-miR-186-5p,hsa-miR-18b-5p,hsa-miR-192-5p,hsa-miR-193b-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-1972,hsa-miR-19b-2-5p,hsa-miR-200b-5p,hsa-miR-208a-5p,hsa-miR-2116-5p,hsa-miR-212-3p,hsa-miR-217,hsa-miR-224-5p,hsa-miR-2392,hsa-miR-24-2-5p,hsa-miR-26a-5p,hsa-miR-2861,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-31-5p,hsa-miR-3138,hsa-miR-3139,hsa-miR-3150a-5p,hsa-miR-3150b-3p,hsa-miR-3168,hsa-miR-3173-3p,hsa-miR-3184-5p,hsa-miR-3188,hsa-miR-3619-3p,hsa-miR-3659,hsa-miR-3663-5p,hsa-miR-3681-5p,hsa-miR-3689a-5p,hsa-miR-3689f,hsa-miR-369-3p,hsa-miR-378f,hsa-miR-378g,hsa-miR-383-3p,hsa-miR-3907,hsa-miR-3922-5p,hsa-miR-3938,hsa-miR-423-3p,hsa-miR-4254,hsa-miR-4270,hsa-miR-4271,hsa-miR-4304,hsa-miR-431-5p,hsa-miR-4431,hsa-miR-4445-5p,hsa-miR-4449,hsa-miR-4466,hsa-miR-4470,hsa-miR-4477a,hsa-miR-4479,hsa-miR-4526,hsa-miR-4537,hsa-miR-4538,hsa-miR-4640-5p,hsa-miR-4642,hsa-miR-4646-3p,hsa-miR-4675,hsa-miR-4676-5p,hsa-miR-4680-3p,hsa-miR-4682,hsa-miR-4688,hsa-miR-4699-3p,hsa-miR-4708-5p,hsa-miR-4713-3p,hsa-miR-4714-5p,hsa-miR-4716-3p,hsa-miR-4723-3p,hsa-miR-4724-5p,hsa-miR-4725-3p,hsa-miR-4745-3p,hsa-miR-4746-5p,hsa-miR-4757-3p,hsa-miR-4770,hsa-miR-4772-3p,hsa-miR-4783-5p,hsa-miR-4798-5p,hsa-miR-483-3p,hsa-miR-484,hsa-miR-493-3p,hsa-miR-495-3p,hsa-miR-500a-5p,hsa-miR-500b-3p,hsa-miR-500b-5p,hsa-miR-502-5p,hsa-miR-504-3p,hsa-miR-510-3p,hsa-miR-511-5p,hsa-miR-515-3p,hsa-miR-5189-3p,hsa-miR-5189-5p,hsa-miR-518c-3p,hsa-miR-518f-3p,hsa-miR-518f-5p,hsa-miR-520b,hsa-miR-520c-3p,hsa-miR-520c-5p,hsa-miR-520h,hsa-miR-527,hsa-miR-545-3p,hsa-miR-548ac,hsa-miR-548ad,hsa-miR-548ah-3p,hsa-miR-548m,hsa-miR-548u,hsa-miR-550a-5p,hsa-miR-5582-5p,hsa-miR-5587-5p,hsa-miR-561-5p,hsa-miR-5680,hsa-miR-5690,hsa-miR-5692c,hsa-miR-5698,hsa-miR-579-5p,hsa-miR-604,hsa-miR-6085,hsa-miR-6124,hsa-miR-6513-3p,hsa-miR-665,hsa-miR-6722-3p,hsa-miR-6735-5p,hsa-miR-6753-5p,hsa-miR-6777-3p,hsa-miR-6781-5p,hsa-miR-6789-3p,hsa-miR-6795-3p,hsa-miR-6804-5p,hsa-miR-6810-3p,hsa-miR-6818-5p,hsa-miR-6824-5p,hsa-miR-6826-5p,hsa-miR-6835-5p,hsa-miR-6836-3p,hsa-miR-6846-3p,hsa-miR-6846-5p,hsa-miR-6847-3p,hsa-miR-6861-3p,hsa-miR-6868-3p,hsa-miR-6874-3p,hsa-miR-6883-3p,hsa-miR-6892-3p,hsa-miR-7150,hsa-miR-7157-5p,hsa-miR-7515,hsa-miR-769-3p,hsa-miR-769-5p,hsa-miR-7704,hsa-miR-7855-5p,hsa-miR-7975,hsa-miR-7976,hsa-miR-8060,hsa-miR-8079,hsa-miR-8081,hsa-miR-8082,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-892c-3p,hsa-miR-921,hsa-miR-92a-2-5p,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-95-3p,Disese Group
sample_64,968845.91,946.5,90085.92,32619.16,371.0,39.0,1137.5,0.0,0.0,0.0,27.0,1.0,5.0,244.67,1.0,0.0,0.33,238.0,19.0,1.0,30.0,12.08,3.0,6210.5,0.0,28.5,9.0,37280.5,5.0,1268.84,8.0,1241609.25,10552.25,2.5,43438.75,120.0,74.5,756.5,0.0,0.0,5.0,0.0,11.0,73.0,1903.0,112.0,0.0,2.0,432294.82,0.0,302143.42,9.67,103282.5,10564.33,5.5,1.0,1.5,1.5,0.5,0.0,737.29,3.0,0.0,7.0,18.0,5.0,0.0,0.0,1208.0,0.0,4.83,24.0,0.0,0.0,2.0,737.29,5.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,17.0,14.33,385.42,333.25,244.0,42.5,6.0,42.0,22.0,0.0,1.0,8.0,2.0,0.0,0.0,11.0,3.0,1.0,0.67,0.67,0.0,1.0,0.33,9.33,0.0,0.0,0.0,7.0,0.0,2.66,0.0,1.0,10.5,11.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,7.33,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,32.0,17.0,0.0,0.0,4.0,0.0,633.33,3881.83,1.67,0.0,0.0,19.5,0.0,0.0,0.0,0.0,1153.25,12.75,277.0,1.0,0.0,0.0,13901.0,149.0,11248.42,1
sample_65,1565912.63,1815.5,138807.33,98230.66,494.33,104.0,2086.0,0.0,0.0,0.0,107.25,0.0,15.0,498.0,0.5,0.0,0.0,305.5,36.0,0.0,119.25,12.42,4.0,14856.83,0.0,28.0,12.0,77996.0,3.0,5176.84,22.5,2171283.25,21874.67,5.75,85743.42,338.0,59.5,1337.0,0.0,0.0,15.5,0.0,29.0,149.5,2454.5,237.0,0.0,10.0,759803.3,0.0,597618.58,16.5,225268.34,23121.5,5.0,2.0,3.5,3.5,0.33,0.0,1268.0,8.0,0.0,7.0,22.0,2.0,0.0,0.0,2739.5,1.33,3.5,56.5,0.0,0.0,9.0,1268.0,8.0,0.0,0.0,0.0,115.0,4.0,0.0,0.0,0.0,13.0,0.33,2.0,15.5,0.0,0.0,2.0,0.0,11.5,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.5,4.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,46.0,2.0,528.5,685.0,352.0,82.83,14.0,82.33,23.33,0.0,2.0,1.0,2.0,2.0,0.0,36.33,15.33,1.5,2.0,2.0,0.0,4.33,0.67,12.17,0.0,0.0,0.0,16.5,1.0,4.84,0.0,0.0,31.5,15.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,12.33,0.0,5.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.5,1.0,76.0,43.0,0.0,0.0,3.0,0.0,1366.5,6686.33,5.33,6.0,0.0,50.67,0.0,0.0,0.0,0.0,1778.25,24.75,682.0,3.0,0.0,0.0,21177.34,253.0,24123.5,1
sample_66,1288898.64,1205.0,126066.58,63889.84,405.83,11.0,1269.0,0.0,0.0,0.0,42.5,0.0,17.0,378.0,0.5,0.0,0.0,258.83,33.0,0.0,92.5,5.92,15.0,11314.0,0.0,26.5,12.0,72365.33,5.5,4301.0,15.0,1763119.83,19007.67,0.0,76570.5,203.0,32.5,896.83,0.0,0.0,12.0,0.0,18.0,133.5,2941.0,112.0,0.0,3.0,665104.48,0.0,574820.42,12.5,178223.25,18667.25,3.0,1.0,3.5,3.5,0.33,0.0,776.75,9.0,0.0,3.0,11.0,7.0,0.0,0.0,2582.5,0.0,2.5,43.0,0.0,0.0,2.0,776.75,8.0,0.0,0.0,0.0,106.0,3.0,0.0,0.0,0.0,12.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,3.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,2.83,496.25,618.08,296.0,56.58,11.0,56.08,20.0,0.0,2.0,6.0,3.0,0.0,0.0,20.5,8.5,0.0,0.67,0.67,0.0,1.0,0.33,8.5,0.0,0.0,0.0,11.0,0.0,4.08,0.0,0.0,23.5,15.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,14.0,11.58,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,56.0,38.0,0.0,0.0,2.0,0.0,801.0,6203.33,2.67,3.0,0.0,43.08,0.0,0.0,0.0,0.0,1693.67,15.5,467.0,2.0,0.0,0.0,14586.16,180.0,19645.33,1
sample_67,1680546.84,547.25,198004.92,69468.66,359.33,18.0,6793.0,0.0,0.0,0.0,54.5,0.5,3.0,525.08,0.0,0.0,1.5,767.5,12.0,0.0,21.0,8.08,24.0,4353.5,0.0,7.0,39.0,40672.58,8.0,1172.5,9.0,1985917.33,10132.67,2.0,49820.67,320.5,53.5,2720.0,0.0,0.0,11.0,0.0,10.0,136.0,7154.67,85.0,0.0,0.33,1244477.32,0.0,268267.67,14.75,78987.84,41341.08,5.5,1.0,4.0,4.0,1.17,4.0,4583.58,15.0,0.0,2.0,8.0,4.0,0.0,0.0,1681.5,0.0,15.67,16.0,0.0,0.0,10.0,4583.58,4.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.83,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,48.0,9.33,3727.92,530.83,459.0,194.25,19.5,193.75,38.0,0.0,0.0,5.0,1.0,5.0,0.0,3.0,4.0,0.0,0.33,0.33,0.0,1.5,0.33,0.5,1.0,0.0,0.0,6.5,0.0,3.58,1.0,2.0,8.0,14.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,8.67,0.0,3.0,0.0,5.5,0.0,2.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.5,148.5,25.0,53.0,0.0,0.0,4.0,0.0,1352.0,7106.83,8.67,3.0,0.0,18.0,0.0,0.0,0.0,0.0,793.67,22.0,515.0,0.0,0.0,0.0,54735.16,576.0,14373.42,1
sample_68,987628.61,1260.25,92468.92,70210.5,220.0,7.0,1396.0,0.0,0.0,0.0,82.0,5.0,11.0,383.5,0.0,0.0,0.83,226.5,21.0,1.0,26.5,4.83,6.0,7539.5,0.0,22.0,7.5,49646.0,2.0,2998.0,8.0,1096082.92,10102.08,2.0,68848.33,301.0,99.0,942.5,0.0,0.0,8.0,0.0,13.0,66.5,1776.0,149.0,0.0,6.0,449262.98,0.0,357278.58,9.5,131292.66,23109.5,3.0,0.0,2.0,2.0,0.5,0.0,920.75,5.0,0.0,10.0,11.0,2.0,0.0,0.0,1883.5,0.0,3.08,39.0,0.0,0.0,2.0,920.75,5.0,0.0,0.0,0.0,69.0,2.0,0.0,0.0,0.0,8.5,0.0,2.0,3.0,0.0,0.0,2.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,18.0,2.0,388.0,516.0,242.0,52.0,10.0,52.0,19.0,0.0,0.0,4.0,1.0,2.0,0.0,20.0,4.0,0.0,1.0,1.0,0.0,2.5,0.67,2.83,0.0,0.0,0.0,13.5,2.33,2.16,0.0,1.0,15.5,13.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,6.0,0.0,3.0,0.0,0.5,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,30.0,16.0,0.0,0.0,2.0,0.0,1057.5,4629.83,2.33,4.0,0.0,23.67,0.0,0.0,0.0,0.0,973.5,18.5,470.0,0.0,0.0,0.0,10974.0,161.0,14424.67,1
sample_69,1402234.46,1509.75,133068.5,48096.84,305.5,55.0,1549.0,0.0,0.0,0.0,107.0,1.0,9.0,416.83,0.0,0.0,1.0,278.83,34.5,0.0,17.0,4.0,14.0,10395.25,0.0,16.5,7.0,52759.67,4.0,4405.84,8.0,1294018.83,16381.75,1.5,85879.67,336.0,21.5,1126.0,0.0,0.0,17.0,1.0,24.0,90.0,3007.0,189.0,0.0,11.0,601588.65,0.0,459585.25,11.0,155633.16,19535.83,3.0,1.0,2.0,2.0,1.0,0.0,975.42,2.0,0.0,5.0,19.0,5.5,0.0,0.0,2257.0,0.0,4.25,36.0,0.0,0.0,3.0,975.42,4.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0,7.0,0.33,0.0,2.0,0.0,0.0,2.0,0.0,7.5,0.0,0.0,1.0,4.0,0.5,1.0,0.0,0.0,0.0,1.83,6.33,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,12.83,534.0,734.08,253.0,62.33,15.0,62.33,6.0,0.0,0.0,7.0,5.0,4.0,0.0,17.0,3.5,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,4.33,0.0,5.58,0.0,0.0,13.0,10.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,8.33,0.0,3.5,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,147.17,42.0,22.0,0.0,0.0,5.0,0.0,1021.83,4953.33,6.0,1.0,0.0,35.25,0.0,0.0,0.0,0.0,1801.08,12.0,465.0,0.0,0.0,0.0,16324.66,183.5,21268.33,1
sample_70,1365902.08,1268.25,90272.17,121817.5,365.5,9.0,1885.0,0.0,0.0,0.0,110.75,3.0,22.0,386.58,0.0,0.0,2.42,277.33,31.0,0.0,30.0,9.0,6.0,10939.5,0.0,14.5,11.0,68641.08,7.5,4869.5,11.0,1778776.42,17333.58,2.0,93099.08,341.5,11.0,1009.0,0.0,0.0,4.5,0.0,20.0,72.0,2565.0,53.0,0.0,4.0,662197.48,0.0,555213.92,10.17,187585.0,17213.33,3.0,0.0,3.0,3.0,0.33,0.0,918.5,4.0,0.0,9.0,0.0,5.0,0.0,0.0,2351.5,0.33,3.25,34.0,0.0,0.0,5.0,918.5,2.0,0.0,0.0,0.0,69.0,3.0,0.0,0.0,0.0,12.0,0.67,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.5,7.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,35.5,2.0,482.67,539.67,370.0,62.0,10.0,62.0,22.0,0.0,0.0,2.0,1.0,3.0,0.0,14.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,3.16,0.0,1.0,15.0,24.0,2.0,0.0,0.5,8.0,0.0,0.0,0.0,12.0,16.33,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,167.33,59.0,17.5,0.0,0.0,2.0,0.0,1029.0,5697.83,7.67,3.0,0.0,68.0,0.0,0.0,0.0,0.0,1672.83,24.5,376.0,0.0,0.0,0.0,17927.0,197.5,22686.33,1
sample_71,1406241.55,644.75,102655.67,17782.34,268.0,100.0,2418.5,0.0,0.0,0.0,49.5,0.0,3.0,270.33,0.0,0.0,0.0,241.33,21.0,0.0,23.5,5.83,6.0,6697.25,0.0,7.5,8.0,49280.33,4.0,1309.16,7.0,2341680.08,7386.5,0.0,50599.75,114.0,17.0,971.5,0.0,0.0,8.0,1.0,17.0,66.0,1940.5,58.0,0.0,6.0,468068.66,0.0,236616.17,5.5,69475.41,11158.17,4.0,0.0,2.0,2.0,0.67,1.0,1420.25,5.0,0.0,9.0,5.0,1.0,0.0,0.0,1023.5,1.0,7.58,15.0,0.0,0.0,2.0,1420.25,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,7.0,0.25,3.0,5.0,0.0,0.0,1.5,0.0,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,35.0,35.5,607.0,482.33,154.0,38.5,13.0,38.0,12.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,2.0,0.0,0.33,0.33,0.0,0.5,0.33,3.67,0.0,0.0,0.0,9.0,0.0,3.74,0.0,1.0,11.5,4.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,5.33,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.5,0.0,23.0,23.0,0.0,0.0,0.0,0.0,852.5,3016.0,4.67,2.0,0.0,22.0,0.0,0.0,0.0,0.0,470.0,15.0,281.0,0.0,0.0,0.0,19885.66,119.0,13699.0,1
sample_72,1042774.47,678.25,98242.42,9199.16,345.5,28.0,2131.0,0.0,0.0,0.0,15.0,0.0,10.0,264.42,0.5,0.0,0.0,396.75,31.0,0.0,58.33,6.83,2.0,6216.5,0.0,16.5,14.0,50712.67,9.0,1424.66,19.0,1628816.83,16306.42,1.5,60353.08,120.0,89.0,1057.33,0.0,0.0,8.0,0.0,29.0,58.0,1542.0,272.5,0.0,4.0,486468.32,0.0,402082.5,5.5,96758.34,17882.33,7.0,3.0,3.5,3.5,0.67,1.0,1038.42,6.0,0.0,15.0,31.0,4.0,0.0,0.0,882.0,1.0,4.58,16.0,0.0,0.0,3.0,1037.42,4.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,10.0,0.92,6.0,5.0,0.0,0.0,1.33,0.0,6.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,22.0,0.5,740.0,433.08,115.0,61.5,12.0,61.5,12.0,0.0,0.0,2.0,0.0,4.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,1.0,1.0,0.0,8.33,1.0,3.92,0.0,1.0,19.0,5.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,3.33,0.0,2.0,0.0,3.5,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,141.33,25.0,20.5,0.0,0.0,0.0,0.0,513.83,2853.0,12.33,0.0,0.0,42.5,0.0,0.0,0.0,0.0,874.83,16.5,335.0,0.0,0.0,1.0,16004.16,216.0,11194.33,1
sample_73,1599403.33,1400.5,173094.58,12357.0,335.5,154.0,1575.0,0.0,0.0,0.0,43.5,0.0,10.0,430.83,0.0,0.0,0.25,289.0,22.0,0.0,45.5,7.92,19.0,9450.0,0.0,31.0,32.0,52689.17,12.0,2959.5,9.0,922932.75,24567.17,3.0,68415.58,219.0,615.5,955.5,0.0,0.0,27.0,0.0,26.0,118.5,3875.08,11181.5,0.0,5.0,606739.32,0.0,452213.08,6.0,182408.0,30056.08,3.0,1.0,2.0,2.0,0.5,2.0,1079.75,0.0,1.0,8.0,15.0,4.0,0.0,0.0,3531.5,0.0,1.75,21.0,0.0,0.0,1.0,1079.75,10.0,0.0,0.0,0.0,104.0,2.0,0.0,0.0,0.0,15.0,0.83,1.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,2.0,1.0,3.0,0.0,0.0,7.0,0.0,58.0,22.83,436.08,920.92,271.0,59.5,28.0,58.5,15.0,4.0,2.0,25.0,1.0,3.0,0.0,30.0,14.0,0.0,1.33,1.33,0.0,3.5,0.33,27.33,0.0,0.0,0.0,5.5,0.0,4.84,0.0,0.0,43.0,36.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,35.0,27.5,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,33.0,45.0,0.0,0.0,4.0,0.0,840.0,4828.5,2.67,1.0,0.0,43.5,0.0,0.0,0.0,0.0,1608.92,15.25,456.0,13.0,0.0,1.0,16609.0,275.0,21970.0,1
sample_74,1464129.38,1289.25,145027.83,26485.66,460.83,19.0,2203.0,0.0,0.0,0.0,34.25,0.0,18.0,301.83,0.0,0.0,0.0,312.0,46.0,1.0,26.0,5.58,17.0,10153.0,0.0,23.0,32.0,81676.58,12.5,3486.34,26.0,2131449.0,25643.33,3.5,111015.33,109.0,36.0,821.0,0.0,0.0,19.0,0.0,35.0,96.5,3211.0,139.0,0.0,3.0,601618.14,0.0,658817.0,7.0,198921.66,21066.25,3.0,0.0,3.5,3.5,0.33,3.0,1106.75,2.0,0.0,16.0,8.0,6.0,0.0,0.0,3403.25,0.33,6.0,43.5,0.0,0.0,4.0,1105.75,5.0,0.0,0.0,0.0,89.0,3.0,0.0,0.0,0.0,16.0,1.33,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,48.0,2.5,666.33,770.17,286.0,65.33,10.0,65.33,22.0,0.0,1.0,4.0,3.0,4.0,0.0,24.5,11.5,0.0,3.67,3.67,0.0,2.5,0.67,7.75,0.0,0.0,0.0,18.5,0.0,2.16,0.0,0.0,41.0,10.0,8.0,0.0,2.0,11.0,0.0,0.0,0.0,10.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,62.0,32.5,0.0,0.0,3.0,0.0,684.0,6858.5,4.0,0.0,0.0,59.5,0.0,0.0,0.0,0.0,1553.17,5.25,333.0,0.0,0.0,0.0,23991.84,227.0,24052.5,1
sample_75,1841514.27,672.75,184399.75,8772.0,609.5,40.0,10407.5,0.0,0.99,0.0,33.0,1.0,11.0,331.08,1.33,0.0,0.0,812.5,39.0,0.0,82.5,32.33,28.0,6218.33,0.0,25.0,33.0,54589.33,12.0,2054.16,21.5,3217349.0,15191.5,3.5,49571.83,186.0,170.0,2154.42,0.0,0.0,20.0,0.0,21.0,366.5,6199.75,321.0,0.0,4.0,1194868.66,0.0,421882.17,23.25,101286.5,44618.58,8.0,2.0,6.5,6.5,0.67,8.0,6030.67,31.0,1.0,4.0,20.0,2.0,0.0,0.0,3027.0,1.0,18.75,6.0,0.0,0.0,9.0,6029.33,6.0,0.0,0.0,0.0,264.0,1.0,0.0,0.0,0.0,11.0,0.0,2.0,5.5,0.0,0.0,2.0,0.0,17.83,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,4.0,2.0,4.0,0.0,3.0,0.0,39.0,31.0,10429.08,582.92,335.0,164.83,13.5,164.83,43.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,4.0,0.0,0.67,0.67,0.0,3.0,0.0,6.5,0.0,0.0,0.0,4.5,0.0,6.34,1.0,1.0,5.0,8.0,6.0,0.0,2.0,16.0,0.0,0.0,0.0,17.0,5.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,2.5,2.0,25.0,141.0,0.0,0.0,1.0,0.0,1029.0,6584.25,11.67,1.0,0.0,23.0,0.0,0.0,0.0,0.0,672.67,62.33,474.0,0.0,0.0,0.0,107933.5,576.5,14318.0,1
sample_76,2021922.24,427.5,207626.25,8896.34,470.5,33.0,10729.83,0.0,0.0,0.0,50.0,0.0,7.0,308.42,0.0,0.0,0.0,606.5,24.0,0.0,64.0,24.58,23.0,6254.0,0.0,12.0,36.0,49197.5,9.0,742.84,10.0,4480732.33,7789.25,0.5,46789.83,181.5,95.0,2235.67,0.0,0.0,20.0,0.0,19.0,161.0,5581.0,264.0,0.0,2.0,1084734.48,0.0,360450.0,16.0,59971.5,24855.0,10.0,0.0,5.0,5.0,0.0,5.0,4867.87,48.0,0.0,6.0,23.0,1.0,0.0,0.0,975.33,0.33,22.5,6.0,0.0,0.0,10.0,4867.87,3.0,0.0,0.0,0.0,229.0,4.0,0.0,1.0,0.0,7.0,0.0,4.0,12.0,0.0,0.0,3.0,0.0,23.83,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.5,6.0,0.0,2.0,5.0,1.0,4.0,0.0,1.0,0.0,32.0,31.83,4262.67,653.33,328.0,103.25,19.0,103.25,26.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.5,0.0,0.67,0.67,0.5,2.0,0.0,1.5,0.0,0.0,0.0,15.5,0.0,3.84,0.0,2.0,3.5,8.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,9.0,0.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.25,0.0,34.0,83.0,1.0,0.0,0.0,0.0,1274.0,5550.5,17.33,1.0,0.0,18.0,0.0,0.0,0.0,0.0,520.17,46.5,460.0,0.0,0.0,1.0,75571.5,430.5,14260.67,1
