,hsa-miR-585-5p,hsa-miR-148a-3p,hsa-miR-585-3p,hsa-miR-455-3p,hsa-miR-17-5p,hsa-miR-6513-3p,hsa-miR-2114-3p,hsa-miR-5680,hsa-miR-195-3p,hsa-miR-6861-3p,hsa-miR-3663-5p,hsa-miR-106a-5p,hsa-miR-148b-5p,hsa-miR-142-3p,hsa-miR-1269a,hsa-miR-3925-3p,hsa-let-7f-5p,hsa-miR-2355-3p,hsa-let-7a-5p,hsa-miR-4431,hsa-miR-1249,hsa-miR-148b-3p,hsa-miR-140-5p,hsa-miR-195-5p,hsa-miR-7157-5p,hsa-miR-1294,hsa-miR-29a-3p,hsa-miR-4687-5p,hsa-miR-4699-5p,hsa-miR-676-3p,hsa-miR-34b-3p,hsa-miR-3942-5p,hsa-miR-877-3p,hsa-miR-30d-3p,hsa-miR-1227-3p,hsa-miR-4324,hsa-miR-129-2-3p,hsa-miR-130a-5p,hsa-miR-26b-5p,hsa-miR-455-5p,hsa-miR-6513-5p,hsa-miR-196b-5p,hsa-miR-10b-3p,hsa-miR-6795-3p,hsa-miR-30c-2-3p,hsa-miR-152-3p,hsa-miR-4661-5p,hsa-miR-4787-3p,hsa-miR-2682-3p,hsa-miR-6760-3p,hsa-miR-3617-5p,hsa-miR-509-5p,hsa-miR-10b-5p,hsa-miR-4709-3p,hsa-miR-345-3p,hsa-miR-518b,hsa-miR-30a-5p,hsa-miR-2115-5p,hsa-miR-4500,hsa-miR-27b-3p,hsa-miR-346,hsa-let-7i-5p,hsa-miR-6794-3p,hsa-miR-10a-3p,hsa-miR-6882-3p,hsa-miR-6734-5p,hsa-miR-24-1-5p,hsa-miR-6891-5p,hsa-miR-26a-2-3p,hsa-miR-4525,hsa-miR-6846-3p,hsa-miR-99a-3p,hsa-miR-448,hsa-miR-3941,hsa-miR-3074-3p,hsa-miR-4694-5p,hsa-miR-4679,hsa-miR-30a-3p,hsa-miR-4804-3p,hsa-miR-493-3p,hsa-miR-520c-3p,hsa-miR-520b,hsa-miR-1291,hsa-miR-487a-3p,hsa-miR-3680-3p,hsa-miR-515-3p,hsa-miR-106b-5p,hsa-miR-618,hsa-miR-516b-5p,hsa-miR-6849-3p,hsa-miR-6826-3p,hsa-miR-1827,hsa-miR-3943,hsa-miR-192-5p,hsa-miR-6808-3p,hsa-miR-2110,hsa-miR-146b-5p,hsa-miR-210-3p,hsa-miR-520h,hsa-miR-3186-5p,hsa-miR-6726-3p,hsa-miR-508-5p,hsa-miR-27b-5p,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-511-5p,hsa-miR-26a-1-3p,hsa-let-7g-5p,hsa-miR-6888-3p,hsa-miR-10a-5p,hsa-miR-454-3p,hsa-miR-425-3p,hsa-miR-9-3p,hsa-miR-6859-3p,hsa-miR-7114-3p,hsa-miR-504-5p,hsa-miR-4650-3p,hsa-miR-518c-3p,hsa-miR-6858-5p,hsa-miR-6880-5p,hsa-miR-23c,hsa-miR-3191-3p,hsa-miR-378i,hsa-miR-548aw,hsa-miR-6803-3p,hsa-miR-26b-3p,hsa-miR-1228-3p,hsa-miR-31-3p,hsa-miR-183-5p,hsa-miR-6515-3p,hsa-miR-3139,hsa-miR-3656,hsa-miR-146b-3p,hsa-miR-6510-3p,hsa-miR-5582-5p,hsa-miR-4721,hsa-miR-4646-3p,hsa-miR-6764-3p,hsa-miR-30b-5p,hsa-miR-3127-5p,hsa-miR-668-3p,hsa-miR-497-3p,hsa-miR-5587-5p,hsa-miR-34c-3p,hsa-miR-4532,hsa-miR-4685-3p,hsa-miR-4659a-5p,hsa-miR-4659b-3p,hsa-miR-100-3p,hsa-miR-616-3p,hsa-miR-155-5p,hsa-miR-3168,hsa-miR-485-3p,hsa-miR-7977,hsa-miR-940,hsa-miR-548ab,hsa-miR-1271-5p,hsa-miR-329-3p,hsa-miR-7156-5p,hsa-miR-1225-3p,hsa-miR-1301-3p,hsa-miR-3663-3p,hsa-miR-6761-5p,hsa-miR-5089-3p,hsa-miR-3151-5p,hsa-miR-1914-5p,hsa-miR-4517,hsa-miR-627-5p,hsa-miR-6504-3p,hsa-miR-27a-3p,hsa-miR-6797-3p,hsa-miR-2682-5p,hsa-miR-6858-3p,hsa-miR-323a-5p,hsa-miR-6871-3p,hsa-miR-4454,hsa-miR-942-5p,hsa-miR-16-5p,hsa-miR-6833-3p,hsa-miR-2116-5p,hsa-miR-6887-5p,hsa-miR-6810-3p,hsa-miR-510-5p,hsa-miR-6852-3p,hsa-miR-122-3p,hsa-miR-140-3p,hsa-miR-629-5p,hsa-miR-3591-5p,hsa-miR-376a-2-5p,hsa-miR-6849-5p,hsa-miR-146a-5p,hsa-miR-939-5p,hsa-miR-519d-3p,hsa-miR-197-3p,hsa-miR-3929,hsa-miR-98-5p,hsa-miR-124-5p,hsa-miR-298,hsa-miR-6800-5p,hsa-miR-581,Disese Group
sample_64,13.0,17751.0,63.0,381.0,1846.33,14.0,6.0,11.0,100.0,0.5,18.0,8.83,286.0,1769.25,3.0,1.0,539597.66,40.0,968845.91,1.0,12.0,37280.5,6210.5,7839.0,4.0,30.0,302143.42,0.0,0.0,52.0,27.0,0.0,12.75,1192.83,3.83,5.5,1549.75,25.0,374835.33,492.0,0.0,20.0,4.0,1.0,1593.0,11939.83,1.0,22.0,10.0,6.25,56.0,0.0,72.0,1.0,27.0,14.0,119224.5,3.0,1.33,154011.33,103.0,91532.58,32.0,1.0,1.0,3.0,9.67,0.0,869.0,6.0,0.0,1577.0,19.0,1.0,9.67,0.0,2.0,24251.33,1.0,333.25,0.67,0.67,152.25,159.0,0.0,2.0,371.0,48.5,1.0,2.0,2.0,0.0,48.0,43438.75,0.0,291.0,4269.42,38843.83,1.0,0.0,24.0,0.0,224.5,1205.34,1205.34,8.0,98.5,143393.0,0.0,39.0,9649.17,2436.33,170109.84,2.25,1.0,594.17,0.0,11.0,0.0,0.0,1.0,0.5,0.0,106.5,47.0,582.0,0.0,195.0,1241609.25,9.0,1.0,0.25,73.5,0.0,0.0,0.0,4.0,2.0,76869.33,34.0,59.0,57.5,1.0,7.0,0.5,3.0,0.0,0.0,98.5,10.0,547.0,0.5,2673.5,6.0,1.0,3.5,238.0,983.34,3.0,0.0,1347.92,7.0,17.0,3.0,8.0,6.0,0.0,130.0,0.0,11604.0,1.0,3.0,1.0,13.0,0.0,0.0,84.0,500878.16,6.75,11.0,0.0,4.0,0.0,1.0,15.0,33064.67,891.5,15.0,121.0,0.0,6440.0,2.0,5.0,756.5,1.0,9591.58,11862.57,0.0,0.0,8.0,1
sample_65,32.0,41589.0,92.5,531.83,2698.25,20.0,7.0,15.0,219.0,0.5,22.0,36.0,599.0,3868.0,6.0,3.0,1027292.73,64.33,1565912.63,4.0,25.0,77996.0,14856.83,15394.17,3.0,119.25,597618.58,0.0,1.0,95.0,34.0,3.0,24.75,2314.5,4.33,24.25,3377.0,25.0,715622.58,906.0,7.0,12.0,1.0,2.0,3094.92,28761.67,2.0,44.0,9.0,14.5,530.0,2.0,40.0,2.0,34.0,59.0,242201.0,6.0,0.67,359722.33,201.0,189158.25,63.5,9.0,6.0,14.5,16.5,0.0,2397.33,5.0,2.0,3125.0,29.0,1.0,16.5,0.0,6.0,44375.33,0.0,685.0,2.0,2.0,279.5,364.5,0.0,2.0,494.33,90.83,3.0,2.0,2.0,0.0,73.0,85743.42,4.0,569.0,4735.25,66155.08,4.33,0.0,74.0,2.0,353.5,810.0,810.0,1.0,196.0,302588.42,7.0,104.0,23590.5,5379.5,390213.22,5.25,2.83,1071.5,1.0,36.33,0.0,0.25,1.0,1.0,6.0,191.0,114.5,1076.17,13.0,453.0,2171283.25,22.0,2.0,0.0,100.0,0.0,0.0,0.0,11.5,13.5,130862.33,88.0,137.5,65.5,0.0,7.0,8.58,5.0,1.5,1.5,166.0,18.0,1164.0,0.33,6525.0,14.0,0.0,7.5,305.5,2618.16,1.0,0.0,3183.58,6.0,24.0,0.0,14.0,10.0,0.0,258.83,1.0,33013.67,0.0,11.0,1.0,41.0,0.0,3.0,158.0,917401.84,7.33,29.0,0.0,1.0,1.0,1.17,25.5,63120.83,1802.5,25.5,354.0,1.0,11914.25,3.0,8.0,1337.0,4.0,17455.92,20093.46,0.0,0.0,13.0,1
sample_66,18.0,41668.5,82.0,376.67,2369.5,14.0,2.0,15.0,129.0,1.0,11.0,23.5,505.5,2906.5,5.0,4.0,974992.9,52.0,1288898.64,3.0,9.5,72365.33,11314.0,10917.25,2.0,92.5,574820.42,0.0,2.0,59.0,27.0,3.0,15.5,2108.58,6.0,15.17,2181.25,27.0,584268.66,798.0,3.0,4.0,1.0,1.0,2279.33,21822.17,0.0,25.0,19.0,5.0,314.0,2.0,14.0,6.0,18.0,23.0,236703.33,1.0,1.0,302636.75,141.0,167438.75,37.0,1.0,6.0,9.83,13.0,2.5,1921.0,4.0,0.0,3120.5,34.0,0.0,12.5,1.0,6.0,38379.83,0.0,618.08,0.67,0.67,153.0,238.0,0.0,3.0,405.83,70.0,1.0,0.0,0.0,0.0,55.0,76570.5,2.0,317.0,4197.17,46859.08,1.0,1.0,51.0,3.0,249.0,408.42,407.74,6.0,147.0,268020.42,4.0,11.0,19223.5,4265.0,333719.31,7.5,0.83,997.5,0.0,20.5,0.0,1.0,1.0,0.5,1.33,162.75,68.0,864.5,8.0,505.5,1763119.83,16.0,1.0,0.0,65.0,1.0,0.0,0.0,3.33,13.0,109355.17,65.0,95.0,63.33,0.0,8.0,2.58,3.0,0.0,0.0,145.0,13.5,740.0,0.33,3945.75,5.0,0.0,3.0,258.83,1935.34,1.0,0.0,1937.58,3.0,21.0,1.0,12.0,11.0,0.0,194.17,0.0,25980.83,1.0,12.0,0.0,22.0,0.0,3.0,131.0,658679.16,5.5,18.0,0.0,1.0,2.0,1.75,32.0,46151.17,1415.5,32.0,254.0,0.0,7840.08,1.0,4.0,896.83,4.0,17595.67,16279.24,0.0,0.0,5.0,1
sample_67,19.5,25302.0,283.5,255.5,1028.0,9.0,2.0,14.0,59.0,4.5,8.0,10.0,322.0,1550.0,2.0,0.0,1055534.22,70.5,1680546.84,0.0,40.0,40672.58,4353.5,7938.25,4.0,21.0,268267.67,0.0,4.0,35.5,32.0,8.0,22.0,711.33,4.33,8.33,8924.0,5.0,391535.42,918.0,4.0,1.0,3.0,1.0,2700.25,11496.0,1.0,21.0,19.0,5.75,623.0,1.0,54.0,1.0,17.0,4.0,187336.5,3.0,1.25,111016.5,331.0,162330.92,48.0,0.0,6.5,9.5,15.25,1.5,457.17,4.0,0.0,1299.83,24.0,2.0,14.75,0.0,0.0,29936.5,3.0,530.83,0.33,0.33,131.0,195.0,0.66,1.0,359.33,102.0,4.0,2.0,1.0,0.0,212.0,49820.67,3.0,715.0,5909.0,13707.0,1.5,1.0,55.5,2.0,239.33,2383.08,2382.08,5.0,65.5,239049.5,7.0,18.0,19616.58,3222.33,252697.17,3.0,2.0,655.0,0.0,3.0,1.0,1.0,6.0,0.5,4.0,64.25,94.0,387.0,4.0,183.5,1985917.33,25.0,1.0,0.0,56.5,0.0,1.0,0.0,13.0,7.0,36117.08,221.0,191.5,8.0,2.0,17.0,0.0,8.0,0.5,0.5,36.0,29.83,1694.0,1.17,4108.5,25.0,5.0,4.5,767.5,2937.34,4.0,0.0,4778.75,7.0,22.0,1.0,16.0,9.0,0.0,100.0,0.0,7342.17,0.0,14.0,1.0,89.0,0.0,1.0,125.0,443127.0,15.5,10.0,0.0,3.0,3.0,0.0,13.0,24103.5,1770.0,13.0,76.0,1.0,6622.33,0.33,0.0,2720.0,9.0,24031.08,6464.9,0.0,0.0,8.0,1
sample_68,19.0,30948.5,106.0,402.5,1271.83,5.0,10.0,13.0,126.0,3.0,11.0,17.33,390.0,1396.5,0.0,2.0,689525.23,46.5,987628.61,2.0,25.0,49646.0,7539.5,7955.17,2.0,26.5,357278.58,1.0,1.0,60.33,12.0,0.0,18.5,1316.67,6.33,19.33,1840.83,24.0,403182.25,646.0,3.0,0.0,4.0,0.0,2201.92,20171.0,0.0,19.0,9.0,5.5,196.5,3.0,60.0,10.5,12.0,15.0,144615.33,2.0,0.33,237933.25,153.0,117488.92,23.0,1.0,4.0,10.67,9.5,1.33,1422.33,4.0,2.0,2049.5,30.0,0.0,9.5,0.0,2.0,32523.17,4.0,516.0,1.0,1.0,173.67,208.0,0.0,1.0,220.0,62.0,1.0,2.0,5.0,0.0,42.0,68848.33,2.0,441.0,3628.0,27811.0,2.5,0.0,33.0,1.0,229.0,367.34,365.34,4.0,126.83,195694.08,3.0,7.0,12335.33,3079.5,269635.93,0.75,2.0,1127.17,2.0,20.0,2.0,1.0,2.0,1.0,1.5,130.0,77.83,615.0,8.5,363.0,1096082.92,5.0,0.0,0.0,81.5,0.0,0.0,0.0,9.33,4.5,72654.0,66.0,106.0,49.0,1.0,3.0,1.08,4.0,1.0,1.0,75.0,19.5,604.0,0.5,3598.0,6.0,1.0,2.0,226.5,1327.5,3.0,0.0,2495.5,4.0,29.0,3.0,11.0,6.0,0.0,159.0,0.0,17796.83,2.0,7.0,5.5,27.0,1.0,6.0,40.0,487899.66,4.0,13.0,0.0,3.0,1.0,1.0,25.0,36807.58,1333.5,25.0,237.0,0.0,6800.5,1.0,2.0,942.5,15.5,10579.92,9984.84,0.0,1.0,6.0,1
sample_69,20.5,36499.5,112.5,542.0,1984.83,10.0,4.0,10.0,135.0,1.5,19.0,25.83,377.0,2766.0,3.0,2.0,1014383.56,52.5,1402234.46,0.0,33.0,52759.67,10395.25,8101.42,5.0,17.0,459585.25,1.0,3.0,102.0,34.0,0.0,12.0,1750.17,9.0,20.83,2975.42,33.0,493132.83,727.0,4.0,2.0,3.0,1.0,2893.25,19814.33,0.0,27.0,17.0,8.0,199.5,1.0,36.0,4.0,15.0,22.0,180926.5,1.0,0.67,270276.92,130.0,142783.17,38.5,0.0,5.0,14.67,11.5,3.5,1623.17,8.0,0.0,2836.5,47.0,0.0,11.0,1.0,1.0,39530.33,2.0,734.08,0.0,0.0,171.0,172.0,0.0,5.0,305.5,74.5,3.0,4.0,1.0,0.0,99.0,85879.67,5.0,411.0,6052.08,18389.25,3.0,1.0,76.0,1.0,268.5,652.08,650.08,7.0,127.33,249439.92,5.0,55.0,15581.0,3244.5,288918.87,1.5,0.0,1431.0,0.0,17.0,1.0,0.0,1.0,0.0,3.0,146.0,95.0,776.5,11.5,436.0,1294018.83,17.0,1.0,0.0,177.83,0.0,0.0,0.0,7.5,4.0,84548.75,58.0,83.0,36.0,0.0,6.0,0.58,2.0,0.5,0.5,101.0,18.0,833.5,1.0,4389.0,9.0,0.0,3.0,278.83,1454.66,4.0,0.0,2822.25,0.33,22.0,1.0,27.5,7.0,0.0,130.5,0.0,22796.42,1.0,13.0,3.5,17.0,1.0,5.0,61.5,708764.84,4.5,24.0,0.0,3.0,0.0,0.33,32.5,41388.67,1485.0,32.5,225.0,0.0,16051.5,1.33,5.0,1126.0,18.0,14263.83,10299.67,0.0,0.0,9.0,1
sample_70,16.0,33780.83,68.0,373.0,2366.67,12.0,7.0,24.0,93.0,1.0,0.0,29.67,508.0,1021.0,6.0,3.0,989958.47,55.5,1365902.08,3.0,20.0,68641.08,10939.5,5451.0,2.0,30.0,555213.92,1.0,1.0,84.0,19.0,3.0,24.5,2013.75,6.5,13.33,3526.83,20.0,556505.16,626.0,2.0,2.0,2.0,0.0,2400.67,19539.0,1.0,24.0,10.0,4.0,292.5,1.0,39.0,4.0,18.0,35.0,188521.5,3.0,1.0,250565.5,146.0,160766.5,45.0,2.0,1.0,12.58,10.17,1.0,1926.5,13.0,2.0,2277.0,37.0,0.0,10.17,0.0,1.0,39094.83,1.0,539.67,1.0,1.0,160.33,214.0,0.0,1.0,365.5,65.33,1.0,1.0,3.0,0.0,55.0,93099.08,8.0,416.0,2628.42,36497.0,1.0,1.0,78.0,2.0,194.67,713.42,713.42,2.0,143.5,282380.5,3.0,9.0,19973.58,3925.08,277599.56,3.0,1.0,714.5,0.0,14.0,1.0,0.0,1.0,0.0,3.0,172.0,105.0,920.33,5.0,378.5,1778776.42,13.0,0.0,0.0,68.0,0.0,0.0,0.0,6.0,15.33,109614.0,60.0,107.0,19.5,1.0,6.0,0.33,4.0,0.5,0.5,64.0,17.33,758.0,0.33,4293.5,7.0,0.0,2.33,277.33,2033.66,1.0,0.0,3337.83,3.0,24.0,0.0,5.0,11.0,0.0,196.83,0.0,23260.83,1.0,13.0,0.33,27.0,1.0,3.0,82.0,781152.16,6.0,20.0,0.0,0.0,1.0,0.58,17.0,42250.58,1507.5,17.0,369.5,0.0,6703.5,2.0,4.0,1009.0,7.5,15280.42,13709.78,0.0,0.0,9.0,1
sample_71,8.0,34807.5,103.0,248.0,1426.0,8.0,2.0,4.0,42.0,1.5,5.0,20.0,410.0,985.75,3.0,5.0,696202.07,13.33,1406241.55,0.0,12.0,49280.33,6697.25,4501.17,0.0,23.5,236616.17,0.0,1.0,39.0,18.0,1.0,15.0,1126.0,2.0,7.33,1674.67,7.0,376240.5,440.0,0.0,7.0,1.0,0.0,1698.0,12668.67,0.0,26.0,6.0,4.5,454.33,4.0,11.0,8.0,15.0,10.0,100049.5,1.0,0.33,124003.67,108.0,94582.83,28.0,5.0,2.0,27.5,6.5,0.0,790.0,9.0,2.0,947.83,11.0,0.0,5.5,0.0,0.0,19125.17,0.0,482.33,0.33,0.33,169.0,70.0,0.0,0.0,268.0,24.5,1.0,2.0,2.0,0.0,33.0,50599.75,4.0,408.0,2967.42,11640.75,0.5,0.0,30.0,0.0,149.33,791.66,790.66,3.0,47.0,143674.75,3.0,100.0,14597.5,2079.75,179340.83,0.75,3.0,1259.5,0.0,5.0,0.0,0.33,4.0,0.0,3.0,47.0,74.5,432.0,5.5,139.0,2341680.08,3.33,0.0,0.0,86.33,0.0,0.0,1.0,4.5,2.0,38725.5,104.5,67.0,17.33,1.0,2.0,0.33,5.0,0.0,0.0,82.5,13.5,759.0,0.67,2395.0,7.0,2.0,4.5,241.33,916.0,3.0,0.0,2654.75,2.0,12.0,0.0,2.0,11.0,0.0,84.0,0.0,4959.33,0.0,8.0,0.0,14.0,1.0,1.0,69.0,693533.66,4.5,17.0,0.0,2.0,0.0,0.92,26.0,22220.08,1200.0,26.0,134.0,0.0,7670.0,2.5,0.0,971.5,8.0,11076.0,8373.61,0.0,0.0,3.0,1
sample_72,11.0,23542.5,119.0,516.5,1733.5,12.0,2.0,5.0,123.0,2.0,31.0,19.5,353.0,1245.25,1.0,5.0,602058.91,43.0,1042774.47,0.0,9.0,50712.67,6216.5,10031.0,0.0,58.33,402082.5,0.0,3.0,31.0,11.0,1.0,16.5,1548.33,2.83,13.67,1609.58,47.0,400415.42,955.0,3.0,3.0,2.0,0.0,2000.33,13053.5,0.0,42.0,9.0,2.5,565.5,1.0,66.0,4.0,35.0,7.0,163753.0,0.0,0.83,128960.33,85.0,108359.83,32.5,0.0,4.5,9.5,7.0,0.5,1108.17,10.0,0.0,1665.5,17.0,0.0,5.5,0.0,5.0,27356.0,5.0,433.08,0.0,0.0,140.0,65.0,0.0,0.0,345.5,61.0,1.0,0.0,2.0,0.0,29.0,60353.08,4.0,427.0,7979.58,39154.33,0.0,0.0,33.0,2.0,158.5,443.74,443.74,2.0,95.5,174524.92,5.0,28.0,10960.83,3728.0,262048.42,4.5,0.0,832.17,0.0,5.0,1.0,1.0,2.5,0.5,2.0,81.0,63.33,566.5,20.0,306.5,1628816.83,8.0,3.0,0.0,125.0,0.0,0.0,0.0,6.17,3.0,70213.0,69.0,29.0,62.5,1.0,3.0,0.33,1.0,1.0,1.0,68.5,19.58,490.0,0.67,1222.0,12.0,1.0,1.5,396.75,692.34,3.0,0.0,1753.08,17.5,26.0,1.0,10.0,6.0,0.0,265.0,1.0,10909.75,2.0,7.0,0.5,11.0,0.5,4.0,93.0,469331.0,2.5,29.0,0.0,3.0,0.0,2.5,19.5,35260.33,618.5,19.5,100.0,0.0,4928.0,0.0,0.0,1057.33,6.0,10469.67,12001.31,0.0,0.0,5.0,1
sample_73,33.0,55371.0,126.0,560.5,1746.0,35.0,9.0,36.0,221.0,0.5,15.0,11.5,413.0,4805.25,6.0,4.0,994735.73,57.5,1599403.33,2.0,18.0,52689.17,9450.0,20611.0,4.0,45.5,452213.08,1.0,7.0,115.0,29.0,3.0,15.25,2107.5,5.0,15.0,1511.25,52.5,685092.66,988.0,5.0,24.0,3.0,0.0,3057.42,28352.17,0.0,19.5,13.0,5.0,42.5,2.66,98.0,9.0,24.0,35.0,248169.33,0.0,0.58,239972.33,117.0,155183.08,35.0,6.0,4.0,11.5,6.0,1.0,2234.0,7.0,0.0,3449.5,26.0,0.0,6.0,2.0,17.0,55116.5,5.0,920.92,1.33,1.33,202.25,289.0,0.66,1.0,335.5,74.0,4.0,2.0,3.0,0.0,89.0,68415.58,2.0,487.0,7733.08,30524.75,3.5,0.0,42.0,3.0,342.5,945.5,945.0,25.0,255.0,237653.58,6.0,154.0,12601.0,2967.83,341825.27,1.5,0.5,1318.67,0.0,30.0,0.0,0.0,6.0,1.5,0.0,188.0,63.5,1107.0,3.0,728.5,922932.75,12.0,1.0,0.25,129.5,0.0,0.0,0.0,1.0,14.0,93704.33,38.0,50.0,126.5,0.0,10.0,2.17,10.0,2.25,2.25,355.0,15.5,419.0,0.5,3247.5,12.0,0.0,5.33,289.0,1580.5,4.0,0.0,1670.5,12.0,29.0,6.0,9.0,2.0,0.0,168.5,0.0,26047.75,0.0,2.0,2.0,18.0,0.0,5.0,88.0,681780.16,10.0,26.0,0.0,2.0,2.0,0.0,33.5,48153.67,1531.5,33.5,333.0,0.0,15976.5,1.0,5.0,955.5,6.5,14507.67,12692.57,0.0,0.0,5.0,1
sample_74,27.0,48203.33,75.0,588.0,2377.0,10.0,4.0,10.0,82.0,0.5,8.0,11.5,715.5,926.0,2.0,3.0,924484.98,42.5,1464129.38,3.0,5.0,81676.58,10153.0,12201.83,3.0,26.0,658817.0,0.0,3.0,65.0,9.0,4.0,5.25,2821.0,4.0,6.0,2953.5,62.0,644422.0,1043.0,5.0,3.0,5.0,0.0,2565.25,25283.08,0.0,18.0,16.0,5.0,708.0,2.0,51.0,6.0,51.0,24.0,230497.0,1.0,1.33,235347.17,122.0,114217.17,22.5,1.0,2.0,17.33,7.0,1.0,2422.67,7.0,0.0,3425.5,35.0,0.0,7.0,1.0,0.0,50441.33,0.0,770.17,3.67,3.67,176.0,197.0,0.0,3.0,460.83,100.0,2.0,0.0,1.0,0.0,28.0,111015.33,6.0,386.0,5470.25,51162.75,2.5,0.0,27.5,1.0,271.83,510.5,506.5,4.0,166.5,221985.75,1.0,19.0,16907.33,3639.33,426264.52,3.0,0.33,1692.0,0.0,24.5,0.0,0.0,2.0,0.5,5.0,240.0,64.5,967.5,3.5,735.5,2131449.0,11.0,0.0,0.0,124.33,0.0,0.0,0.0,2.0,9.5,140208.25,69.5,56.0,86.5,0.0,3.0,0.0,2.0,1.5,1.5,224.0,27.83,521.0,0.33,2435.33,3.0,1.0,5.5,312.0,1725.16,3.0,0.0,2090.08,4.0,27.0,0.0,3.0,5.0,0.0,256.0,0.0,15701.17,2.0,7.0,0.0,13.0,4.0,4.0,107.5,890387.5,4.5,35.0,0.0,2.0,1.0,1.5,52.5,46498.17,1504.5,52.5,249.0,0.0,7241.5,0.5,5.0,821.0,12.0,12643.5,26258.11,0.0,0.0,2.0,1
sample_75,11.0,24190.5,151.0,567.17,1329.0,17.0,3.0,8.0,120.0,2.5,20.0,14.5,376.0,3615.75,5.0,4.0,958616.98,49.5,1841514.27,1.0,45.33,54589.33,6218.33,19336.17,1.0,82.5,421882.17,0.0,0.0,27.0,18.0,3.0,62.33,1186.83,1.5,3.0,7770.33,21.0,588428.33,2254.0,5.0,6.0,0.0,0.0,2457.75,12747.17,0.0,19.0,27.0,17.5,640.0,7.0,54.0,7.0,35.0,23.0,206468.83,2.0,17.75,112004.08,151.0,130668.17,62.0,1.0,11.5,9.5,23.25,0.0,813.5,4.0,0.0,1380.0,52.0,0.0,23.25,0.0,4.0,29798.42,1.0,582.92,0.67,0.67,211.0,243.5,0.0,0.0,609.5,129.0,5.0,0.0,1.0,1.0,146.0,49571.83,1.0,793.0,11798.5,30871.25,3.0,1.0,90.0,3.0,325.33,955.34,955.34,2.0,59.0,195642.33,6.0,40.0,21797.33,3880.5,376269.52,9.0,1.0,725.5,0.0,8.0,2.0,0.5,6.5,0.5,0.5,95.5,191.5,590.0,15.0,349.0,3217349.0,36.0,2.0,0.0,134.0,0.0,1.0,0.0,17.83,18.0,59342.5,161.0,86.0,60.0,1.0,16.0,1.83,11.0,0.0,0.0,90.0,33.0,1006.0,0.67,3871.5,14.0,3.0,5.0,812.5,1852.66,8.0,0.0,3117.25,11.0,37.0,0.0,6.0,12.0,0.0,149.0,1.0,9522.58,3.0,16.0,1.0,26.0,1.0,1.0,244.5,835732.16,14.0,21.0,0.0,3.0,0.0,0.67,29.75,28286.33,1312.0,29.75,84.0,0.0,5577.5,1.33,0.0,2154.42,9.0,20442.5,19783.2,0.0,0.0,8.0,1
sample_76,7.0,28540.0,141.0,437.75,1671.0,15.0,1.0,8.0,93.0,3.25,23.0,14.0,380.0,3210.0,5.0,1.0,1096258.65,41.5,2021922.24,4.0,30.33,49197.5,6254.0,12584.5,0.0,64.0,360450.0,1.0,1.0,42.0,19.0,5.0,46.5,888.33,1.0,2.0,3400.08,19.0,507028.75,1252.5,4.0,6.0,1.0,1.0,2521.5,10776.5,1.0,34.0,29.0,12.5,557.5,3.0,66.0,2.0,38.0,7.0,171759.83,2.0,15.25,100421.58,215.0,161005.17,51.5,1.0,16.0,13.0,16.0,1.0,515.5,9.0,1.0,847.5,25.0,1.0,16.0,0.0,4.0,28871.0,0.0,653.33,0.67,0.67,262.25,146.0,0.0,0.0,470.5,60.0,6.0,1.0,1.0,1.0,194.0,46789.83,4.0,826.0,12398.42,19314.0,2.0,0.0,86.5,3.0,229.17,1553.66,1553.66,0.0,63.0,137795.0,6.0,33.0,18786.0,2953.17,204375.53,6.75,3.0,1418.83,0.0,2.0,0.0,0.0,3.0,0.5,1.25,58.75,123.0,428.0,13.33,147.0,4480732.33,29.0,0.0,0.0,201.33,0.0,0.0,1.0,23.83,9.33,33068.33,255.0,113.5,32.5,2.0,15.0,2.0,7.5,0.0,0.0,96.0,39.75,1519.0,0.0,3287.0,10.0,4.5,3.5,606.5,1276.5,8.0,0.0,3057.67,22.0,34.0,0.0,12.0,19.0,0.0,90.5,0.5,4753.25,1.0,21.0,0.83,26.0,0.0,4.0,211.5,894147.0,17.5,19.0,0.0,5.0,0.0,1.25,22.0,31087.25,1421.0,22.0,76.0,1.0,6432.5,3.33,2.0,2235.67,6.33,16580.17,9411.87,0.0,0.0,7.0,1
