,hsa-let-7a-3p,hsa-let-7a-5p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-1,hsa-miR-100-5p,hsa-miR-101-3p,hsa-miR-103a-3p,hsa-miR-103b,hsa-miR-105-5p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-10a-5p,hsa-miR-1180-3p,hsa-miR-1185-1-3p,hsa-miR-1185-5p,hsa-miR-124-3p,hsa-miR-124-5p,hsa-miR-1247-3p,hsa-miR-1247-5p,hsa-miR-1249,hsa-miR-125a-5p,hsa-miR-125b-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-127-3p,hsa-miR-1271-5p,hsa-miR-128-3p,hsa-miR-129-1-3p,hsa-miR-129-2-3p,hsa-miR-129-5p,hsa-miR-1301-3p,hsa-miR-1306-5p,hsa-miR-130a-3p,hsa-miR-132-3p,hsa-miR-133a-3p,hsa-miR-135b-5p,hsa-miR-136-3p,hsa-miR-137,hsa-miR-138-5p,hsa-miR-140-3p,hsa-miR-140-5p,hsa-miR-142-3p,hsa-miR-142-5p,hsa-miR-143-3p,hsa-miR-145-5p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-148b-5p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-152-3p,hsa-miR-153-3p,hsa-miR-155-5p,hsa-miR-15a-5p,hsa-miR-15b-5p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-181b-5p,hsa-miR-181d-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-186-5p,hsa-miR-187-3p,hsa-miR-190b,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-194-5p,hsa-miR-195-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-199a-3p,hsa-miR-199a-5p,hsa-miR-199b-3p,hsa-miR-19b-3p,hsa-miR-200a-3p,hsa-miR-203a,hsa-miR-203b-5p,hsa-miR-204-5p,hsa-miR-20a-5p,hsa-miR-21-5p,hsa-miR-210-3p,hsa-miR-211-5p,hsa-miR-2110,hsa-miR-216a-3p,hsa-miR-216a-5p,hsa-miR-217,hsa-miR-218-5p,hsa-miR-22-3p,hsa-miR-223-3p,hsa-miR-224-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-24-3p,hsa-miR-25-3p,hsa-miR-26a-2-3p,hsa-miR-26a-5p,hsa-miR-26b-3p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-299-5p,hsa-miR-29a-3p,hsa-miR-29b-3p,hsa-miR-29c-3p,hsa-miR-301a-3p,hsa-miR-30a-3p,hsa-miR-30a-5p,hsa-miR-30b-5p,hsa-miR-30c-2-3p,hsa-miR-30c-5p,hsa-miR-30d-3p,hsa-miR-30d-5p,hsa-miR-30e-3p,hsa-miR-30e-5p,hsa-miR-31-3p,hsa-miR-31-5p,hsa-miR-3184-5p,hsa-miR-323a-3p,hsa-miR-323b-3p,hsa-miR-324-5p,hsa-miR-328-3p,hsa-miR-329-3p,hsa-miR-331-3p,hsa-miR-335-3p,hsa-miR-335-5p,hsa-miR-337-5p,hsa-miR-339-3p,hsa-miR-340-5p,hsa-miR-342-3p,hsa-miR-34a-5p,hsa-miR-3529-3p,hsa-miR-361-3p,hsa-miR-361-5p,hsa-miR-3617-5p,hsa-miR-369-5p,hsa-miR-370-3p,hsa-miR-378a-3p,hsa-miR-379-5p,hsa-miR-381-3p,hsa-miR-382-5p,hsa-miR-409-3p,hsa-miR-409-5p,hsa-miR-423-3p,hsa-miR-424-5p,hsa-miR-425-3p,hsa-miR-432-5p,hsa-miR-451a,hsa-miR-452-3p,hsa-miR-452-5p,hsa-miR-454-3p,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-484,hsa-miR-485-3p,hsa-miR-485-5p,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-487a-3p,hsa-miR-487b-3p,hsa-miR-488-3p,hsa-miR-491-5p,hsa-miR-493-3p,hsa-miR-497-5p,hsa-miR-504-5p,hsa-miR-532-3p,hsa-miR-542-3p,hsa-miR-543,hsa-miR-551b-3p,hsa-miR-585-3p,hsa-miR-590-3p,hsa-miR-598-3p,hsa-miR-628-3p,hsa-miR-628-5p,hsa-miR-629-5p,hsa-miR-660-5p,hsa-miR-7-5p,hsa-miR-744-5p,hsa-miR-767-5p,hsa-miR-769-5p,hsa-miR-888-5p,hsa-miR-891a-5p,hsa-miR-891b,hsa-miR-892a,hsa-miR-892b,hsa-miR-9-3p,hsa-miR-9-5p,hsa-miR-92a-3p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-95-3p,hsa-miR-96-5p,hsa-miR-98-5p,hsa-miR-99a-3p,Disese Group
sample_56,766.34,1310055.5,233278.08,103765.5,129273.17,613732.41,114262.67,95664.0,11045.84,6884.5,66507.84,37486.42,37486.42,1088.0,144.0,5700.04,140.0,2652.5,127.0,208.0,96850.27,6321.91,24.0,368.0,10.0,453046.32,711280.98,76507.5,9073.67,26227.0,214.33,46279.34,116.25,1362.75,30439.98,2201.17,396.0,6181.08,4287.0,2531.84,1799.0,590.0,1082.0,4715.84,20369.75,4769.5,564.5,202.0,24230.75,1746.42,3568.0,3021.83,24104.5,37450.0,270.0,10827.17,1022.5,9245.33,771.0,688.0,8181.75,4266.67,474472.34,981.5,15025.84,329.5,2663096.08,1934578.08,5185.25,1412.0,56242.75,147276.33,34590.5,6205.34,4774.25,14.0,916.0,1828.98,655.66,913.99,3737.84,637.5,396.0,396.0,179774.58,2299.0,34237.08,12481.5,33381.17,526.0,569.17,1748.0,1759.0,8229.66,4797.83,1524.5,84.0,7445.83,21575.17,22550.25,18805.0,474.83,369774.32,393.5,283225.0,4227.67,100119.75,779.0,217018.75,121748.14,210898.15,1336.5,17171.58,75675.5,25385.33,1672.75,56956.0,822.42,201087.83,11016.58,22715.33,137.0,11305.5,1183.0,8608.5,1946.0,2287.0,4418.33,1119.0,2886.33,640.0,41352.92,278.0,2573.0,5201.08,159454.5,13919.5,5107.66,7272.0,10858.08,301.33,1618.0,1613.0,1462.33,11057.75,988.5,11587.83,4171.0,511.0,1183.0,300.5,1771.5,9137.83,275.0,1.5,8.33,10428.33,213.0,367.0,903.67,2676.0,691.0,513.0,512.0,93.0,3255.0,1021.5,416.0,490.0,788.33,1743.5,476.0,309.0,97.0,2129.5,60.0,599.0,2749.0,1319.5,2692.0,843.5,2452.0,25218.2,3727.17,880.33,3160.67,17.0,43.0,9.0,9.0,8.0,130442.57,1192467.32,17262.66,1358.5,11999.5,9570.67,265727.92,10842.08,1007.0,1
sample_57,4343.5,1104968.79,235737.0,92659.0,120286.5,674172.23,189096.67,108063.25,20092.16,9734.0,268534.82,60532.0,60532.0,1461.0,340.5,9655.08,6.0,2762.5,215.5,419.0,133471.72,20777.67,44.0,371.0,18.0,681178.48,1385584.46,200686.17,36281.25,35827.5,273.0,135679.5,334.0,3990.83,58257.94,2420.92,544.0,16157.0,2833.83,3183.34,2683.0,1460.0,1494.0,7073.66,35085.67,6818.5,733.5,731.5,44872.58,5542.08,4069.0,3822.58,26526.33,56680.5,442.5,13835.92,2061.0,15250.92,2293.0,649.0,27357.17,10605.75,761267.34,2135.83,15652.84,566.5,4112929.0,1778371.42,16353.83,2010.5,183646.0,362748.25,84059.42,18403.0,6862.58,8.0,1116.83,1999.46,1151.0,999.23,19121.34,944.0,510.75,510.75,230762.75,7439.0,76002.17,43493.25,58182.75,451.0,988.17,2584.08,2364.5,17830.34,9381.17,5219.0,226.0,11895.33,30667.58,32497.5,37027.5,1835.67,490719.82,825.83,531265.83,10596.33,165456.33,1540.0,452959.25,302861.4,558923.95,4883.33,37804.67,162705.5,88113.58,2333.25,159639.91,2125.92,348235.25,31410.67,55572.83,235.0,14628.58,1170.62,9238.0,1678.5,4539.42,4821.75,1594.16,7135.83,1084.5,207073.67,702.0,3408.5,13214.5,284280.5,29547.08,14188.58,16637.17,15759.58,780.0,1935.0,1877.67,3158.99,12286.0,1199.0,14411.33,7314.0,678.0,1170.62,1091.25,3712.5,10845.33,754.83,13.0,41.0,15748.0,328.5,440.0,372.0,4129.0,366.5,596.58,596.58,172.5,7579.67,1674.5,471.0,581.5,2366.5,1144.83,747.33,902.0,191.0,3484.83,19.0,2529.0,5978.5,1685.0,3748.33,1091.0,4565.5,69980.42,2579.58,3032.0,5670.0,24.0,48.0,15.0,12.0,15.0,297841.26,1923667.03,22627.34,1158.5,37299.5,20119.0,452042.58,10059.75,2155.0,1
sample_58,599.5,1474627.31,299354.66,144728.08,111848.92,813508.73,141929.42,96732.17,8971.0,24555.5,82967.66,55902.52,55902.52,2126.16,355.0,7832.52,23.0,6771.33,63.0,265.66,769709.53,6824.89,59.0,1195.0,40.0,455518.9,651433.82,50078.5,7020.67,19834.0,406.67,49132.16,345.58,6101.25,32977.8,1895.0,286.0,4392.08,8657.25,2128.5,3697.17,687.5,1146.0,8501.34,12498.08,3509.0,812.58,219.0,14664.33,691.08,2418.5,5249.0,15248.0,25072.83,232.5,12829.67,1103.5,5806.0,915.16,592.0,11984.25,4880.33,480372.84,1142.0,64543.5,3692.5,2458122.33,2325696.67,6180.83,1037.0,145745.33,124163.58,40979.83,9722.34,6829.5,35.16,1443.5,1584.64,211.66,789.82,4037.66,1073.0,617.75,617.75,244606.5,6413.5,83321.92,8918.25,48356.92,404.0,448.92,2817.33,2864.33,3891.0,10482.0,1122.75,44.0,10051.92,27626.58,23843.0,15757.5,385.83,740705.16,337.0,327506.17,2675.5,60243.67,1077.0,205150.25,95529.64,163791.41,1290.0,21639.17,118666.17,30661.25,1547.67,60244.34,502.25,325475.67,15282.67,35945.5,169.0,18904.0,3994.37,5977.0,663.0,1410.0,3624.42,1397.0,2295.67,1520.5,47448.92,339.0,3586.0,10119.33,193225.5,8441.83,4423.36,4600.33,20964.83,422.0,2258.5,637.58,7499.49,10043.0,1750.0,7395.33,2162.5,465.0,3994.37,373.33,2042.0,6092.83,1346.33,7.0,15.0,12943.5,235.0,719.5,4515.25,2538.5,913.0,1220.58,1219.58,125.5,3769.33,4257.08,709.0,472.0,484.0,1188.0,293.0,428.5,319.0,801.5,136.0,1060.83,3005.75,1392.33,5018.0,1031.0,2719.0,21938.6,2914.83,1167.33,3252.5,26.0,30.0,2.0,6.0,1.0,202712.14,1488972.56,63088.34,7499.5,10285.5,9397.75,635909.42,15804.83,573.5,1
sample_59,1430.66,1451569.61,361316.75,162802.5,128737.0,835260.9,180326.5,111227.83,21983.66,30959.0,152348.16,87746.22,87746.22,2472.34,675.5,13339.3,26.0,5179.0,122.5,663.66,946523.57,14135.53,50.0,925.0,27.0,577518.81,1087230.8,107221.5,17055.5,35063.83,482.17,76521.34,587.83,6736.17,41206.96,2178.08,199.0,7005.0,10502.0,6203.66,6200.0,1544.5,3564.0,19377.84,27810.08,5325.5,1998.0,506.0,62311.83,4521.42,5062.5,7174.42,17546.0,43954.0,306.0,17509.0,1443.0,8442.83,1219.16,1358.0,23402.58,7990.67,568550.16,1453.0,38823.5,1798.0,2946459.08,2143799.67,11291.0,1688.5,174335.5,143337.08,49564.58,14049.5,13466.83,22.0,1617.0,2184.14,370.0,1091.57,9941.0,1628.0,2023.5,2023.0,396194.42,12765.0,144389.5,16345.92,63330.0,515.33,736.08,6093.0,5952.83,9770.66,19118.92,3192.75,95.0,20035.0,37428.91,37999.75,29755.5,703.17,984079.48,400.0,398561.17,7830.17,85920.17,1687.0,354448.0,159100.62,405234.07,2044.83,37424.25,253928.83,62382.75,2362.5,105114.5,908.0,445788.17,23747.25,67267.58,356.0,37213.17,2499.08,7981.5,1116.0,2098.5,3240.67,1606.0,4310.0,1521.0,75987.0,508.0,5267.0,17972.17,219668.33,27062.83,7256.53,8980.17,27174.58,422.5,3246.0,704.75,6899.74,13340.0,2757.17,9706.0,4210.0,1129.5,2499.08,192.0,2750.83,7962.83,1817.83,11.0,37.5,15041.33,392.0,1170.5,4133.25,3226.0,1064.5,1471.16,1470.16,221.0,5054.5,5837.5,1082.0,519.75,1716.83,625.92,483.5,113.0,538.0,3232.5,102.0,1715.5,6780.25,1600.5,5585.0,1184.0,6088.5,36027.93,3046.25,1456.0,6852.83,81.0,117.0,17.0,11.0,10.0,316353.48,2381411.88,53882.34,5280.5,20362.0,11709.0,1093747.17,17229.75,1234.0,1
sample_60,3847.5,1335679.22,249094.25,108961.92,135678.5,826392.64,189053.67,99887.83,12022.66,10191.0,293957.82,55529.54,55529.54,1046.0,282.0,8708.84,16.0,2076.0,262.0,300.0,120767.16,15961.25,12.0,106.0,15.0,643617.4,1326453.3,169733.5,30396.67,28598.0,270.5,119254.0,271.75,2742.92,43898.46,2464.83,536.0,16006.42,4342.83,1759.34,2689.33,1376.5,1474.0,7150.34,38282.42,8529.5,1235.0,1209.75,38651.83,3668.08,5669.5,4205.92,31738.0,60454.17,455.5,7906.83,1432.0,18415.83,3054.84,409.0,26970.17,11208.92,923860.66,2074.0,13221.34,551.5,4683107.5,1918754.33,16310.08,2141.5,190494.83,386142.75,82252.08,16166.34,10455.33,14.0,811.75,2310.46,1219.66,1155.23,18936.0,1062.0,740.5,740.5,249204.75,5501.5,86597.58,28179.0,80808.83,424.0,1284.67,3366.5,2461.5,20037.66,10767.25,6927.25,174.0,14144.08,33769.08,34091.87,41136.0,1693.17,492615.48,773.5,593874.33,12541.67,201468.0,1302.5,484901.33,313256.55,638790.45,5094.0,38934.75,159394.33,97759.92,2306.92,161667.66,2284.17,353787.83,34579.42,54676.83,295.0,14344.83,1059.67,8233.5,1498.5,3797.5,4478.08,1206.34,7054.5,1175.83,211874.0,587.5,2588.5,14942.83,217011.33,34455.58,14538.93,17891.67,17514.17,153.5,2181.0,1525.33,1619.24,12065.5,1064.5,14996.67,7015.0,473.5,1059.67,2290.83,2973.83,9374.83,832.0,14.0,55.5,17101.5,498.0,705.0,347.5,2947.5,237.5,497.0,496.0,155.0,6378.17,1759.33,430.0,589.0,2986.42,914.67,720.0,2119.0,175.0,4983.83,63.5,3085.58,4815.0,2072.0,4832.5,991.0,4498.5,72255.23,3216.92,2324.0,5682.08,98.0,192.0,36.0,61.0,29.0,278624.29,1691664.16,23178.84,1669.5,32776.5,24445.42,442947.25,10151.83,1894.5,1
sample_61,3678.34,985183.4,244990.16,86326.17,144830.17,685051.24,221216.5,115554.17,73175.66,10522.0,225328.5,57170.7,57170.7,698.66,364.92,9742.26,24.0,1563.0,93.0,741.0,107038.38,7663.12,1.0,33.0,11.0,565656.57,1326139.8,160244.33,25634.17,41700.5,336.5,74039.66,199.25,1784.5,36934.3,2143.08,375.0,12016.25,2069.0,11332.5,3795.33,2112.0,834.0,13857.16,43013.75,8677.83,2077.0,1687.33,48345.5,4012.08,5136.5,4048.0,28136.5,48971.33,394.0,24430.5,1794.0,17391.5,3364.34,657.0,13784.83,5253.92,452491.5,2078.0,12384.5,624.0,2216432.25,1090315.08,16550.75,2188.17,178534.67,267861.5,60204.42,15687.66,8490.83,115.0,1129.5,1916.64,1325.0,957.82,18319.84,739.0,481.5,481.5,170610.67,6396.5,69869.0,34701.08,43363.33,366.0,445.25,2236.0,1619.5,20722.66,7101.33,5220.58,162.0,19371.75,33653.25,48267.24,32634.5,1483.5,498263.66,613.5,392460.17,21309.92,223523.08,3058.0,381181.75,306579.76,492867.3,4386.83,27876.67,164362.33,75385.83,2031.25,116369.16,1341.83,266765.17,22504.17,58831.25,260.5,17204.67,937.25,9192.0,4351.5,4618.5,3391.25,1270.34,4263.5,703.0,132333.92,1190.0,2525.33,12261.67,131767.33,71062.33,7204.03,14719.5,10818.83,331.33,1623.0,2087.33,1874.58,24887.5,1955.83,13230.0,9911.0,1596.0,937.25,680.0,3536.5,10178.58,389.0,12.0,44.5,12655.67,439.5,599.5,356.17,2130.0,661.5,452.34,452.34,113.5,6190.83,1227.5,590.0,350.17,2770.58,611.0,669.5,494.33,166.0,3130.33,142.5,1961.0,5881.33,1439.0,2480.0,740.0,4311.5,35494.43,1879.42,852.83,2992.67,97.0,207.0,51.0,49.0,39.0,262528.51,1594593.89,13308.66,1096.0,33036.0,16388.25,328113.75,11833.5,1806.5,1
sample_62,4339.0,2234116.69,486372.74,227063.58,201261.5,1227465.3,289118.58,146451.83,44879.5,42119.5,334248.16,118282.66,118282.66,4273.66,962.0,20559.5,379.0,8415.58,267.0,1205.66,1150996.71,27198.76,59.0,412.0,18.0,850130.72,1692545.12,205533.33,40646.08,57229.0,912.17,126508.34,609.0,9128.0,57823.12,4594.25,428.0,16020.58,10002.0,10664.32,7401.67,3141.0,3474.0,23832.34,50864.58,12088.5,1835.5,1038.17,93387.42,7488.33,7467.83,8822.42,46741.25,91837.5,742.5,26199.67,2136.5,23038.83,2544.16,2120.5,47299.0,14881.58,1190902.0,2859.0,90074.0,4752.5,5451954.58,3556784.0,21933.58,3968.58,301109.42,352282.33,106888.58,27759.0,15443.75,39.5,1961.0,3839.78,1359.34,1917.89,26393.5,3220.0,826.58,826.58,664404.42,16815.33,254998.42,29600.25,87026.42,700.67,1483.17,6186.83,7077.33,20323.34,25565.67,6351.5,98.0,28512.33,72592.75,66238.99,55150.0,1819.83,1301247.14,903.0,758557.83,14454.58,218632.0,3800.5,664805.5,330499.49,765426.04,5096.5,40196.0,331415.67,129320.67,3207.42,191776.34,2309.33,693361.08,39760.83,109321.5,516.25,36882.5,4637.21,14910.5,4081.0,4528.5,4618.67,2609.34,6644.33,2837.75,202431.92,1173.83,6653.0,28435.08,454705.33,42379.75,11894.29,22577.75,46197.0,1393.5,5540.0,2059.33,16524.72,29904.33,4019.17,16826.83,9991.0,2184.5,4634.37,1326.17,4998.0,13206.0,4921.0,8.0,50.5,29314.67,538.5,1401.0,5341.5,3627.0,1224.33,1488.0,1487.0,348.0,10614.83,7641.42,1256.0,1034.42,2885.5,1231.5,925.5,1092.0,595.0,6311.33,213.0,4012.08,9661.0,2516.0,8737.83,2213.5,9691.5,59111.59,3944.0,3206.5,8483.08,68.0,117.0,17.0,15.0,12.0,543592.8,3632230.01,89474.66,6726.5,37311.5,23711.08,1685386.0,23724.58,2621.0,1
sample_63,2683.5,1790417.32,399916.91,161597.08,299883.83,1319863.55,300139.42,248648.58,128901.0,17872.5,229568.16,103788.44,103788.44,2624.66,469.0,22039.3,65.0,2002.0,468.0,1916.0,156477.62,12716.81,9.0,52.0,43.0,1083557.63,1836353.12,183205.58,30013.0,117069.5,476.0,112795.16,639.33,2915.25,76055.6,2941.5,362.0,10479.0,6627.0,26967.32,4467.25,3552.0,2610.0,36864.5,53623.42,10683.5,3083.5,1386.08,73622.42,3755.25,11214.25,5119.75,50491.5,81968.42,517.5,50634.5,1875.5,25413.83,3657.5,1012.0,13077.83,7253.5,628182.34,2107.75,30657.5,1407.0,3135380.58,1777485.67,15210.33,2468.83,335282.5,294712.91,72288.5,16203.84,9849.5,274.0,1635.5,3346.44,1230.34,1672.72,12281.16,1430.5,893.17,893.17,401169.5,5956.5,91562.42,47648.08,100676.17,779.0,933.42,5477.83,3983.5,27229.0,8963.5,4964.5,99.0,21236.58,53155.08,63232.49,43336.0,1381.83,825674.48,679.5,547328.08,18734.42,288735.58,4828.5,588871.17,303125.26,659446.55,3706.08,41231.08,231574.5,70973.58,2918.33,135393.41,1828.17,406824.25,28286.08,70464.0,345.0,25217.58,1818.33,30016.5,10258.5,5642.75,7460.83,2576.5,5426.33,998.75,87475.92,1007.5,5056.0,21615.67,182912.67,118078.67,15135.94,18729.5,25180.17,70.0,5684.0,4586.33,1501.16,57365.25,3906.5,43926.42,24348.5,4881.5,1815.33,156.0,4440.0,30827.0,1447.0,8.0,27.0,21517.67,503.5,1198.5,1577.67,6382.33,3142.0,1177.24,1176.24,355.0,11540.17,2474.83,1788.33,741.0,2377.42,1650.83,829.0,85.0,383.0,3683.83,144.0,1489.83,10539.33,2256.5,5628.0,1971.25,8338.0,75071.88,5605.17,1961.5,9061.67,87.5,112.0,18.0,29.0,17.0,327327.57,2801742.24,19473.66,1804.5,34871.0,23234.08,382872.58,27793.67,3019.0,1
sample_64,1983.84,968845.91,251185.91,90085.92,104384.42,539597.66,143393.0,91532.58,32619.16,9423.5,151785.82,41572.76,41572.76,1249.66,371.0,7331.94,39.0,1137.5,144.5,422.0,113925.52,11862.57,8.0,49.0,12.0,462236.23,1009209.48,130441.08,21706.67,31230.5,238.0,69111.16,257.75,1549.75,33320.3,1347.92,255.0,8477.58,1947.5,6992.84,1668.33,1245.33,782.0,8209.16,33064.67,6210.5,1769.25,1858.58,57886.33,6607.42,6440.0,4269.42,17751.0,37280.5,286.0,11677.58,1800.5,11939.83,1268.84,547.0,16065.83,7526.92,500878.16,1846.33,10289.34,393.5,2504121.5,1241609.25,10552.25,1314.5,112093.58,189889.33,43438.75,10331.0,7839.0,74.5,756.5,2142.64,977.0,1070.82,12250.16,562.0,396.33,396.33,223033.75,4835.0,54656.75,38843.83,53270.75,291.0,661.83,3100.75,1903.0,12752.66,5729.25,5492.75,112.0,10824.42,27493.42,30372.5,30539.33,869.0,432294.82,582.0,374835.33,11604.0,154011.33,1121.0,302143.42,188917.12,365747.06,3001.0,24251.33,119224.5,76869.33,1593.0,103282.5,1192.83,238718.0,17139.5,40563.83,195.0,10564.33,737.29,7038.5,2817.5,2542.5,3583.83,983.34,3276.0,586.5,78305.5,484.0,2387.0,7942.67,139244.0,37630.0,7030.67,11423.33,11972.67,56.0,1506.0,1279.58,1188.83,10427.0,1195.0,13561.5,6972.0,880.5,737.29,215.0,2436.33,9007.5,6683.5,7.0,24.0,9649.17,381.0,492.0,385.42,2673.5,524.5,1205.34,1205.34,159.0,4703.0,1471.5,467.0,333.25,2224.83,594.17,558.0,86.0,173.0,3416.33,63.0,1230.67,3958.5,1374.5,2482.0,891.5,4075.25,34739.09,1974.5,1221.83,3881.83,52.0,122.0,19.0,35.0,10.0,170109.84,1385139.16,13901.0,956.0,26269.33,11248.42,312811.0,9591.58,1577.0,1
sample_65,4940.34,1565912.63,372730.33,138807.33,231024.66,1027292.73,302588.42,189158.25,98230.66,14455.0,389142.66,87443.12,87443.12,1564.16,494.33,16469.3,104.0,2086.0,523.5,1273.0,147266.01,20093.46,5.0,44.0,25.0,956900.88,2057886.44,352193.83,64663.83,73204.83,305.5,148617.5,431.67,3377.0,73755.6,3183.58,517.0,19288.17,3640.0,17286.32,4618.0,3407.83,2239.0,17480.66,63120.83,14856.83,3868.0,2782.17,87190.0,13431.5,11914.25,4735.25,41589.0,77996.0,599.0,36033.17,5193.5,28761.67,5176.84,1164.0,25325.67,12518.0,917401.84,2698.25,20675.66,824.0,4558089.08,2171283.25,21874.67,2730.0,358566.42,452882.0,85743.42,21504.0,15394.17,59.5,1337.0,4014.78,2503.34,2004.89,27194.66,1195.0,1502.33,1502.33,394551.83,8632.0,101090.17,66155.08,83381.75,569.0,855.83,4486.58,2454.5,30592.0,9533.92,15903.17,237.0,30976.0,63945.25,75296.62,52405.0,2397.33,759803.3,1076.17,715622.58,33013.67,359722.33,4125.0,597618.58,491294.04,786990.69,10275.33,44375.33,242201.0,130862.33,3094.92,225268.34,2314.5,431612.0,37499.5,96698.0,453.0,23121.5,1268.0,17861.5,8530.5,6810.0,7095.33,2618.16,6627.33,1111.25,183293.33,1247.0,4217.0,21835.67,252357.33,118431.08,14715.72,23345.92,23522.25,530.0,3732.0,3524.25,1794.33,36470.25,2519.33,30168.25,19321.5,2345.0,1268.0,1124.33,5379.5,23105.17,1939.0,14.5,62.5,23590.5,531.83,906.0,528.5,6525.0,965.5,810.0,810.0,364.5,13304.0,1994.5,872.5,685.0,4799.25,1071.5,1140.0,650.0,400.0,6311.92,92.5,2929.67,8941.5,2515.5,4767.17,1802.5,6651.5,72708.18,3823.5,2015.5,6686.33,223.0,428.0,72.5,99.0,64.0,390213.22,2605733.41,21177.34,1577.0,47461.0,24123.5,500262.42,17455.92,3125.0,1
sample_66,4729.34,1288898.64,297098.25,126066.58,170298.5,974992.9,268020.42,167438.75,63889.84,12457.5,354388.16,67770.0,67770.0,1530.66,405.83,13526.65,11.0,1269.0,369.5,1205.0,130918.26,16279.24,3.0,30.0,9.5,735575.06,1532319.8,204979.0,43750.17,52149.5,258.83,117533.84,306.58,2181.25,56208.96,1937.58,283.0,14388.0,4400.0,10937.16,5506.83,3897.83,2550.0,13429.0,46151.17,11314.0,2906.5,1711.75,64364.17,7035.42,7840.08,4197.17,41668.5,72365.33,505.5,22450.75,2547.0,21822.17,4301.0,740.0,22052.0,9707.17,658679.16,2369.5,18413.84,814.0,3830798.16,1763119.83,19007.67,2430.33,293940.08,303176.16,76570.5,19446.66,10917.25,32.5,896.83,2954.12,1459.0,1476.56,24432.84,1273.0,1546.92,1546.92,281201.67,7714.0,99552.67,46859.08,79614.5,317.0,783.17,4853.5,2941.0,30658.34,6839.0,8868.83,112.0,22444.42,46389.33,53093.25,41121.0,1921.0,665104.48,864.5,584268.66,25980.83,302636.75,2595.83,574820.42,402796.56,829567.87,7840.33,38379.83,236703.33,109355.17,2279.33,178223.25,2108.58,338142.33,33292.5,93636.17,505.5,18667.25,776.75,16792.5,5756.0,4508.5,3952.67,1935.34,4045.42,981.0,144428.08,921.5,3015.0,25482.75,181987.5,86013.83,14992.4,17253.5,17095.83,314.0,2783.5,1474.75,1353.91,23431.75,2239.5,22688.67,11553.0,1500.0,776.75,776.5,4265.0,15251.83,822.5,17.0,25.5,19223.5,376.67,798.0,496.25,3945.75,581.0,408.42,407.74,238.0,9248.33,2080.17,514.0,618.08,3950.0,997.5,634.33,506.0,280.0,6165.33,82.0,2658.67,10239.58,1849.0,3856.5,1415.5,7559.5,74376.52,2057.17,1788.17,6203.33,142.0,230.0,69.0,88.0,32.0,333719.31,2545797.49,14586.16,1241.5,32406.5,19645.33,523464.33,17595.67,3120.5,1
