,hsa-miR-585-5p,hsa-miR-448,hsa-miR-10a-5p,hsa-miR-148b-5p,hsa-miR-17-5p,hsa-miR-6513-3p,hsa-miR-6861-3p,hsa-let-7c-5p,hsa-miR-888-5p,hsa-miR-1271-5p,hsa-miR-92a-3p,hsa-miR-98-5p,hsa-miR-484,hsa-miR-30b-5p,hsa-miR-425-3p,hsa-miR-4429,hsa-miR-615-3p,hsa-let-7a-5p,hsa-miR-193b-5p,hsa-miR-455-3p,hsa-miR-5680,hsa-miR-1249,hsa-miR-30a-5p,hsa-miR-106a-5p,hsa-miR-324-5p,hsa-miR-431-3p,hsa-miR-196a-5p,hsa-miR-6887-3p,hsa-miR-6810-3p,hsa-miR-29a-3p,hsa-miR-182-5p,hsa-miR-7113-3p,hsa-miR-3663-5p,hsa-miR-671-3p,hsa-miR-616-3p,hsa-miR-211-3p,hsa-miR-579-5p,hsa-miR-146b-3p,hsa-miR-31-3p,hsa-miR-1180-3p,hsa-miR-1269b,hsa-miR-6895-3p,hsa-miR-770-5p,hsa-miR-222-3p,hsa-miR-4646-3p,hsa-miR-148b-3p,hsa-miR-4428,hsa-miR-660-5p,hsa-miR-3150a-5p,hsa-miR-3167,hsa-miR-7157-5p,hsa-miR-3591-3p,hsa-miR-501-5p,hsa-miR-6864-5p,hsa-miR-3612,hsa-miR-449c-5p,hsa-miR-27a-3p,hsa-miR-148a-3p,hsa-miR-6830-3p,hsa-miR-4798-5p,hsa-miR-203b-5p,hsa-miR-6759-5p,hsa-miR-515-3p,hsa-miR-6884-5p,hsa-miR-30e-5p,hsa-miR-337-5p,hsa-miR-488-5p,hsa-miR-146b-5p,hsa-miR-125b-2-3p,hsa-miR-4536-3p,hsa-miR-27b-3p,hsa-miR-1248,hsa-miR-6852-3p,hsa-miR-101-5p,hsa-miR-455-5p,hsa-miR-1185-1-3p,hsa-miR-4667-3p,hsa-miR-1297,hsa-miR-548m,hsa-miR-4286,hsa-miR-576-5p,hsa-miR-873-5p,hsa-miR-3667-5p,hsa-miR-210-3p,hsa-miR-4659a-5p,hsa-miR-4476,hsa-miR-1291,hsa-miR-34c-3p,hsa-miR-370-5p,hsa-miR-423-3p,hsa-let-7d-3p,hsa-miR-3182,hsa-miR-345-3p,hsa-miR-504-5p,hsa-miR-3681-5p,hsa-miR-26a-2-3p,hsa-miR-6515-3p,hsa-miR-339-3p,hsa-miR-6818-5p,hsa-miR-4714-3p,hsa-miR-7845-5p,hsa-miR-6881-3p,hsa-miR-653-3p,hsa-miR-152-3p,hsa-miR-3168,hsa-miR-92a-1-5p,hsa-miR-4999-5p,hsa-miR-3684,hsa-miR-377-3p,hsa-miR-1910-5p,hsa-miR-6846-3p,hsa-miR-4444,hsa-miR-10b-5p,hsa-miR-155-5p,hsa-miR-520a-5p,hsa-miR-202-5p,hsa-miR-487a-3p,hsa-miR-6826-3p,hsa-miR-365a-5p,hsa-miR-652-5p,hsa-miR-518b,hsa-miR-3130-3p,hsa-miR-320b,hsa-miR-5010-3p,hsa-miR-6866-5p,hsa-miR-1197,hsa-miR-7-1-3p,hsa-miR-452-3p,hsa-miR-92b-3p,hsa-miR-629-3p,hsa-miR-1185-2-3p,hsa-miR-194-5p,hsa-miR-5001-3p,hsa-miR-362-3p,hsa-miR-3202,hsa-miR-4787-3p,hsa-miR-214-5p,hsa-miR-485-3p,hsa-miR-6838-5p,hsa-miR-2681-3p,hsa-miR-6729-5p,hsa-miR-4635,hsa-let-7a-3p,hsa-miR-548l,hsa-miR-24-1-5p,hsa-miR-3925-3p,hsa-miR-191-3p,hsa-miR-326,hsa-miR-3613-5p,hsa-miR-6862-3p,hsa-miR-3911,hsa-miR-5699-5p,hsa-miR-4639-3p,hsa-miR-199a-3p,hsa-miR-149-3p,hsa-miR-3140-3p,hsa-miR-483-3p,hsa-miR-642b-5p,hsa-miR-514a-5p,hsa-miR-6812-3p,hsa-miR-193a-3p,hsa-miR-520b,hsa-miR-6792-3p,hsa-miR-3934-3p,hsa-miR-520c-3p,hsa-miR-578,hsa-miR-664b-3p,hsa-miR-4677-5p,hsa-miR-3656,hsa-miR-3192-5p,hsa-miR-135b-5p,hsa-miR-26a-1-3p,hsa-miR-6739-3p,hsa-miR-6747-3p,hsa-miR-5001-5p,hsa-miR-23c,hsa-miR-3664-3p,hsa-miR-1269a,hsa-miR-3912-3p,hsa-miR-3125,hsa-miR-502-3p,hsa-miR-548ap-3p,hsa-miR-585-3p,hsa-miR-194-3p,hsa-miR-4510,hsa-miR-4524a-3p,hsa-miR-486-3p,hsa-miR-3176,hsa-miR-196b-5p,hsa-miR-6844,hsa-miR-154-3p,hsa-miR-6794-3p,hsa-miR-1307-3p,hsa-miR-195-5p,hsa-miR-5695,hsa-miR-224-5p,hsa-miR-222-5p,hsa-miR-3622a-5p,hsa-miR-6891-5p,hsa-miR-7706,Disese Group
sample_65,32.0,29.0,104.0,599.0,2698.25,20.0,0.5,138807.33,223.0,305.5,21177.34,17455.92,528.5,130862.33,5379.5,9.0,8.5,1565912.63,338.0,531.83,15.0,25.0,242201.0,36.0,6810.0,702.0,59.5,2.0,1.0,597618.58,4558089.08,1.0,22.0,136.25,18.0,245.75,8.0,100.0,453.0,2086.0,0.0,38.0,136.0,1257.5,11.5,77996.0,3.0,6651.5,3.5,6.0,3.0,281.17,71.0,12.0,1.0,3.0,33013.67,41589.0,0.0,46.0,1502.33,1.0,2.0,3.0,96698.0,1247.0,738.0,4735.25,236.5,101.74,359722.33,17.0,1.17,562.5,906.0,523.5,17.25,12.42,16.5,5.0,467.17,1778.25,2.0,66155.08,1.5,1.25,279.5,7.0,314.33,1268.0,2216.0,2.67,34.0,1071.5,2.0,2397.33,22.0,4217.0,4.0,12.0,1.0,80.0,120.0,28761.67,0.33,21.0,294.5,4.0,106.0,70.0,2.0,11.5,40.0,1164.0,3.0,5.0,364.5,2.0,14.0,23.0,59.0,4.5,244.34,132.5,46.5,408.5,6907.5,14.5,1577.0,87.0,104.5,21504.0,17.0,77.0,7.0,44.0,21.0,6525.0,2.0,114.5,0.0,3.0,4940.34,6.5,16.5,3.0,783.0,815.0,630.83,3.0,1.0,47.5,4.0,4014.78,6.0,10.0,2.0,155.54,2.76,12.0,3.0,2.0,0.0,0.0,2.0,10.0,81.0,10.0,0.0,11.0,4618.0,196.0,8.0,37.0,8.0,1.0,17.5,6.0,113.5,3.0,349.33,0.0,92.5,93.0,1.0,25.0,810.0,1.0,12.0,5.0,76.0,63.5,1465.0,15394.17,23.83,237.0,7.0,8.5,0.0,86.5,1
sample_66,18.0,34.0,11.0,505.5,2369.5,14.0,1.0,126066.58,142.0,258.83,14586.16,17595.67,496.25,109355.17,4265.0,7.0,9.0,1288898.64,203.0,376.67,15.0,9.5,236703.33,23.5,4508.5,433.0,32.5,0.0,1.0,574820.42,3830798.16,1.0,11.0,93.5,13.5,176.58,7.0,65.0,505.5,1269.0,0.0,35.0,144.0,864.25,3.33,72365.33,1.0,7559.5,3.5,10.0,2.0,191.25,31.5,6.0,2.0,4.0,25980.83,41668.5,1.0,28.0,1546.92,0.0,3.0,2.0,93636.17,921.5,604.5,4197.17,216.0,91.08,302636.75,13.0,1.75,530.5,798.0,369.5,3.0,5.92,11.0,1.25,377.33,1693.67,0.0,46859.08,0.0,1.0,153.0,8.0,237.0,776.75,1408.0,1.0,18.0,997.5,7.0,1921.0,16.0,3015.0,6.0,14.0,1.0,53.0,84.5,21822.17,0.33,10.0,240.5,6.0,120.0,49.0,0.0,10.16,14.0,740.0,4.5,6.0,238.0,0.0,8.0,18.5,23.0,2.0,164.34,105.0,27.0,413.0,6823.5,17.0,1241.5,55.5,101.5,19446.66,16.0,96.0,4.0,25.0,13.0,3945.75,1.0,76.0,0.0,2.0,4729.34,4.5,13.0,4.0,568.0,596.33,528.0,0.0,0.0,45.0,4.0,2954.12,0.0,7.0,2.83,79.17,5.01,3.0,2.33,0.67,0.0,5.0,0.67,5.0,76.33,6.0,0.0,7.0,5506.83,147.0,3.0,23.0,10.5,1.0,15.0,5.0,89.0,2.0,256.25,0.0,82.0,48.0,0.0,11.0,408.42,3.0,4.0,5.0,79.0,37.0,1018.5,10917.25,27.0,112.0,3.0,5.0,2.5,63.0,1
sample_67,19.5,24.0,18.0,322.0,1028.0,9.0,4.5,198004.92,15.0,767.5,54735.16,24031.08,3727.92,36117.08,3222.33,30.0,6.5,1680546.84,320.5,255.5,14.0,40.0,187336.5,10.0,2634.33,328.0,53.5,16.0,3.0,268267.67,2250159.67,4.0,8.0,305.33,29.83,262.25,8.0,56.5,183.5,6793.0,1.5,22.0,177.0,2274.75,13.0,40672.58,1.0,5864.0,4.0,2.0,4.0,193.67,107.0,5.0,41.0,0.0,7342.17,25302.0,2.0,48.0,659.25,0.0,1.0,9.0,52651.33,481.83,378.5,5909.0,1873.42,52.66,111016.5,10.0,0.0,239.0,918.0,137.33,22.0,8.08,6.5,1.75,1120.67,793.67,0.0,13707.0,0.5,2.0,131.0,17.0,130.33,4583.58,771.0,3.0,17.0,655.0,4.0,457.17,25.0,3354.0,2.0,11.0,2.92,104.0,14.0,11496.0,1.17,14.0,107.5,5.0,271.0,33.0,0.0,6.34,54.0,1694.0,1.0,2.0,195.0,1.0,23.5,24.0,4.0,3.24,1119.16,189.5,49.0,122.0,2691.33,4.0,4197.0,33.17,48.33,13433.0,35.0,45.0,3.0,21.0,17.17,4108.5,1.0,65.0,0.0,3.0,1044.0,23.0,15.25,0.0,406.0,749.83,177.33,0.0,2.5,28.0,2.0,3924.94,0.0,18.0,9.33,188.0,0.99,6.0,4.0,0.33,1.5,0.0,0.33,7.0,87.83,3.5,0.0,17.0,8576.67,65.5,13.0,105.0,3.0,6.0,11.5,2.0,76.0,45.83,496.0,0.0,283.5,57.0,0.0,7.0,2383.08,11.0,1.0,2.0,48.0,48.0,2404.5,7938.25,11.0,85.0,4.0,6.0,1.5,144.5,1
sample_68,19.0,30.0,7.0,390.0,1271.83,5.0,3.0,92468.92,67.0,226.5,10974.0,10579.92,388.0,72654.0,3079.5,5.5,22.5,987628.61,301.0,402.5,13.0,25.0,144615.33,17.33,5058.5,485.5,99.0,9.5,3.0,357278.58,2517372.0,1.0,11.0,94.5,19.5,241.25,10.0,81.5,363.0,1396.0,0.83,19.0,78.0,446.5,9.33,49646.0,1.0,4451.5,2.0,9.0,2.0,215.67,45.0,1.0,5.0,0.0,17796.83,30948.5,0.0,18.0,1122.92,0.0,1.0,1.0,48631.67,973.17,410.25,3628.0,185.83,55.66,237933.25,13.0,1.0,238.0,646.0,319.5,2.0,4.83,13.5,2.0,259.33,973.5,0.0,27811.0,1.0,1.5,173.67,3.0,193.0,920.75,1398.0,2.33,12.0,1127.17,2.0,1422.33,5.0,2920.5,1.0,8.0,0.58,32.0,62.83,20171.0,0.5,14.0,109.75,3.0,70.0,61.0,2.0,2.0,60.0,604.0,2.0,5.0,208.0,5.0,6.0,32.0,15.0,2.5,252.66,52.67,13.0,151.0,3797.83,4.0,905.0,42.5,84.5,14830.66,20.0,68.0,2.0,19.0,18.5,3598.0,2.0,60.0,0.0,4.0,3229.34,1.5,9.5,2.0,458.0,449.75,316.25,0.0,0.0,28.5,6.0,1265.14,0.0,4.0,2.0,110.29,9.0,4.5,5.0,1.0,1.0,2.0,1.0,6.0,51.0,4.0,0.0,20.0,2237.0,126.83,5.0,25.0,3.0,2.0,13.0,0.0,98.0,46.0,277.42,0.0,106.0,72.5,0.0,11.0,367.34,2.0,0.0,4.0,42.0,23.0,859.0,7955.17,26.33,149.0,0.0,3.5,1.33,87.0,1
sample_69,20.5,47.0,55.0,377.0,1984.83,10.0,1.5,133068.5,45.0,278.83,16324.66,14263.83,534.0,84548.75,3244.5,9.17,11.33,1402234.46,336.0,542.0,10.0,33.0,180926.5,25.83,5470.0,455.0,21.5,21.0,3.0,459585.25,2897749.92,2.0,19.0,100.33,18.0,246.42,2.0,177.83,436.0,1549.0,1.0,22.0,123.0,1076.5,7.5,52759.67,2.0,5270.5,2.0,3.0,5.0,179.75,46.0,5.0,1.0,1.0,22796.42,36499.5,2.0,50.0,1086.67,2.0,5.0,1.0,61222.33,897.5,501.5,6052.08,223.0,64.5,270276.92,10.0,0.33,296.58,727.0,311.5,17.5,4.0,4.33,2.0,319.33,1801.08,0.0,18389.25,0.5,1.0,171.0,6.0,220.0,975.42,1714.0,2.33,15.0,1431.0,5.5,1623.17,17.0,3227.25,2.0,5.0,1.25,36.0,17.5,19814.33,1.0,11.0,218.0,2.0,67.0,62.0,0.0,6.0,36.0,833.5,4.0,2.0,172.0,1.0,4.0,24.5,22.0,3.5,198.34,65.0,26.83,143.0,5064.83,12.0,1284.5,85.0,91.5,17221.84,21.0,66.0,8.16,27.0,15.0,4389.0,3.0,50.33,0.0,2.0,3503.5,3.5,11.5,2.0,518.0,509.5,444.25,1.0,0.0,51.0,3.0,1783.48,2.0,8.33,12.83,137.04,2.01,7.0,3.0,0.0,0.0,1.0,0.0,6.0,67.5,7.5,0.0,19.0,7830.33,127.33,6.5,34.5,1.0,1.0,11.5,3.0,64.0,76.0,282.17,0.0,112.5,79.83,0.0,13.0,652.08,1.0,2.0,2.0,59.0,38.5,766.0,8101.42,24.67,189.0,2.0,10.0,3.5,79.0,1
sample_70,16.0,37.0,9.0,508.0,2366.67,12.0,1.0,90272.17,12.0,277.33,17927.0,15280.42,482.67,109614.0,3925.08,3.0,4.0,1365902.08,341.5,373.0,24.0,20.0,188521.5,29.67,5333.83,649.0,11.0,5.0,0.0,555213.92,4020816.66,2.0,0.0,110.5,17.33,174.5,8.0,68.0,378.5,1885.0,2.42,31.0,116.0,1171.5,6.0,68641.08,2.0,5282.5,3.0,6.0,2.0,355.67,45.0,13.0,0.0,0.0,23260.83,33780.83,1.0,35.5,1113.21,0.0,1.0,2.0,77046.17,1109.33,678.0,2628.42,149.0,99.0,250565.5,9.0,0.58,490.92,626.0,360.0,12.0,9.0,9.0,1.5,352.83,1672.83,2.0,36497.0,0.5,0.0,160.33,6.0,328.0,918.5,1601.0,1.0,18.0,714.5,5.0,1926.5,13.0,3341.0,2.0,8.0,0.0,36.0,22.5,19539.0,0.33,9.0,212.0,4.0,92.33,80.0,2.0,4.66,39.0,758.0,7.5,1.0,214.0,3.0,4.0,28.0,35.0,4.0,193.66,70.0,17.0,271.0,6173.75,5.0,879.0,73.83,65.0,19468.84,18.0,59.0,8.5,24.0,25.75,4293.5,3.0,65.0,0.0,4.0,4759.66,7.0,10.17,3.0,617.0,679.25,457.42,0.0,0.0,59.5,5.0,1546.64,5.0,6.0,2.0,204.96,0.0,5.0,2.0,1.0,1.0,2.0,1.0,7.0,83.5,4.0,0.0,28.0,3775.92,143.5,6.0,38.5,1.0,1.0,12.0,6.0,88.5,74.75,235.92,0.0,68.0,76.5,1.0,17.92,713.42,0.0,2.0,5.0,76.0,45.0,785.0,5451.0,20.83,53.0,2.5,4.0,1.0,84.0,1
sample_71,8.0,11.0,100.0,410.0,1426.0,8.0,1.5,102655.67,17.0,241.33,19885.66,11076.0,607.0,38725.5,2079.75,9.33,12.0,1406241.55,114.0,248.0,4.0,12.0,100049.5,20.0,2710.33,210.5,17.0,12.5,2.0,236616.17,3362954.0,2.0,5.0,157.5,13.5,138.75,8.0,86.33,139.0,2418.5,0.0,23.0,62.0,546.33,4.5,49280.33,2.0,2924.0,2.0,13.0,0.0,85.5,23.0,5.0,4.0,0.0,4959.33,34807.5,1.0,35.0,299.67,1.0,0.0,2.0,39947.17,403.33,324.17,2967.42,200.5,65.5,124003.67,7.0,0.92,219.0,440.0,137.5,7.0,5.83,9.0,1.25,338.0,470.0,0.0,11640.75,0.0,0.0,169.0,2.0,95.0,1420.25,1284.0,2.67,15.0,1259.5,1.0,790.0,3.33,2690.5,3.0,12.0,2.25,51.0,5.0,12668.67,0.67,23.0,134.0,3.0,59.0,72.33,2.0,3.16,11.0,759.0,3.0,2.0,70.0,2.0,4.0,3.0,10.0,5.5,234.84,45.5,23.0,34.0,2861.08,7.0,1259.0,30.5,31.5,10103.0,12.0,26.0,4.0,26.0,17.5,2395.0,1.0,38.0,2.0,2.0,1411.66,3.5,6.5,5.0,388.5,227.58,288.5,2.0,0.0,34.33,2.0,2343.96,0.0,4.0,35.5,223.67,3.0,2.0,1.0,0.33,1.0,0.0,0.33,2.0,48.0,10.0,0.0,17.0,2750.17,47.0,5.0,32.5,8.0,4.0,4.0,3.0,34.5,117.5,232.75,0.0,103.0,73.0,0.0,11.25,791.66,1.0,7.0,6.0,38.0,28.0,1545.0,4501.17,11.33,58.0,3.0,6.5,0.0,86.0,1
sample_72,11.0,17.0,28.0,353.0,1733.5,12.0,2.0,98242.42,68.0,396.75,16004.16,10469.67,740.0,70213.0,3728.0,8.83,13.0,1042774.47,120.0,516.5,5.0,9.0,163753.0,19.5,3131.67,110.0,89.0,3.83,3.0,402082.5,2937723.58,1.0,31.0,61.75,19.58,85.92,14.0,125.0,306.5,2131.0,0.0,7.0,77.0,435.83,6.17,50712.67,0.0,4296.0,3.5,7.0,0.0,104.92,45.5,7.5,5.0,0.0,10909.75,23542.5,1.0,22.0,322.08,1.0,0.0,7.0,52902.83,489.33,344.5,7979.58,270.5,56.76,128960.33,14.0,2.5,316.33,955.0,46.0,3.0,6.83,8.33,2.75,477.58,874.83,0.0,39154.33,1.0,1.0,140.0,3.0,44.0,1037.42,1008.5,2.67,35.0,832.17,4.0,1108.17,8.0,3333.33,4.0,10.0,1.5,35.0,12.0,13053.5,0.67,14.0,1.0,5.0,68.0,69.0,0.0,8.0,66.0,490.0,1.0,8.0,65.0,2.0,4.0,41.0,7.0,5.0,327.34,49.5,15.0,28.0,3559.92,29.0,1402.0,32.5,17.0,14096.66,14.0,48.0,4.0,42.0,26.0,1222.0,1.0,42.0,0.0,5.0,2418.0,3.0,7.0,5.0,370.0,268.33,355.08,0.0,0.0,86.83,2.0,1524.48,1.0,11.0,0.5,269.0,0.99,2.0,3.0,0.0,2.0,1.0,0.0,12.0,67.0,10.0,0.0,17.0,2267.83,95.5,3.0,24.5,2.0,2.5,9.0,1.0,59.0,41.5,260.83,0.0,119.0,56.0,0.0,9.75,443.74,4.0,3.0,2.0,15.0,32.5,1204.0,10031.0,10.33,272.5,3.0,5.5,0.5,112.5,1
sample_73,33.0,26.0,154.0,413.0,1746.0,35.0,0.5,173094.58,1501.0,289.0,16609.0,14507.67,436.08,93704.33,2967.83,6.5,10.5,1599403.33,219.0,560.5,36.0,18.0,248169.33,11.5,4076.75,257.0,615.5,3.0,2.0,452213.08,2314143.25,0.0,15.0,139.0,15.5,332.25,11.0,129.5,728.5,1575.0,0.25,21.0,138.0,2168.25,1.0,52689.17,1.0,5551.0,2.0,15.0,4.0,286.0,38.0,2.0,7.0,0.0,26047.75,55371.0,2.0,58.0,909.17,2.0,1.0,2.0,62736.5,976.5,722.83,7733.08,299.5,57.66,239972.33,16.0,0.0,301.0,988.0,320.5,4.5,7.92,5.5,4.25,376.33,1608.92,0.0,30524.75,2.25,3.0,202.25,10.0,191.0,1079.75,1504.0,5.33,24.0,1318.67,4.0,2234.0,12.0,3095.83,4.0,12.0,0.0,32.0,161.33,28352.17,0.5,19.0,221.25,8.0,131.0,47.0,0.0,5.34,98.0,419.0,2.0,3.0,289.0,3.0,11.0,43.0,35.0,3.0,247.0,79.5,23.0,64.0,3510.33,501.0,1305.0,54.83,106.5,16737.0,31.0,69.0,9.0,19.5,16.5,3247.5,3.0,37.0,0.0,8.0,4763.16,5.0,6.0,4.0,460.0,432.58,806.58,0.0,0.0,41.0,0.0,3086.12,0.0,9.0,22.83,59.92,2.01,4.0,7.0,1.33,0.0,2.0,1.33,3.0,52.5,6.0,0.25,29.0,6861.83,255.0,4.5,28.5,4.0,6.0,9.0,6.0,121.0,71.0,297.33,0.0,126.0,56.0,0.0,14.92,945.5,0.0,24.0,1.0,77.0,35.0,772.0,20611.0,35.5,11181.5,6.0,6.5,1.0,120.0,1
sample_74,27.0,35.0,19.0,715.5,2377.0,10.0,0.5,145027.83,40.0,312.0,23991.84,12643.5,666.33,140208.25,3639.33,7.5,9.0,1464129.38,109.0,588.0,10.0,5.0,230497.0,11.5,4544.33,327.0,36.0,14.0,2.0,658817.0,5283686.42,1.0,8.0,92.83,27.83,111.83,11.0,124.33,735.5,2203.0,0.0,18.0,115.0,1175.75,2.0,81676.58,3.0,7036.5,3.5,15.0,3.0,242.75,38.5,10.0,2.0,0.0,15701.17,48203.33,1.0,48.0,871.29,1.0,3.0,7.0,84739.08,1199.92,1003.42,5470.25,247.0,110.0,235347.17,26.5,1.5,520.5,1043.0,262.5,8.0,5.58,18.5,3.33,616.83,1553.17,0.0,51162.75,1.5,1.0,176.0,3.0,179.0,1105.75,1331.0,1.67,51.0,1692.0,6.0,2422.67,11.0,3702.0,1.0,15.0,1.5,43.0,20.0,25283.08,0.33,22.0,225.83,4.0,148.0,80.67,0.0,4.0,51.0,521.0,1.0,4.0,197.0,1.0,5.0,32.0,24.0,6.0,200.0,77.83,23.83,146.0,8777.17,16.0,1555.17,46.33,54.5,23945.5,22.0,121.0,12.0,18.0,38.5,2435.33,1.0,51.0,0.0,4.0,7100.84,9.0,7.0,3.0,658.5,333.42,459.83,1.0,0.0,76.5,2.0,2108.96,2.0,12.0,2.5,239.5,0.0,7.0,3.0,3.67,0.0,1.0,3.67,10.0,84.83,7.0,0.0,16.0,3135.75,166.5,6.0,27.0,2.0,2.0,20.0,2.0,118.0,155.67,268.25,0.0,75.0,65.33,1.0,12.25,510.5,14.0,3.0,5.0,67.0,22.5,1408.0,12201.83,25.33,139.0,6.0,8.0,1.0,66.5,1
sample_75,11.0,52.0,40.0,376.0,1329.0,17.0,2.5,184399.75,136.0,812.5,107933.5,20442.5,10429.08,59342.5,3880.5,31.0,10.0,1841514.27,186.0,567.17,8.0,45.33,206468.83,14.5,2793.5,175.0,170.0,7.0,3.0,421882.17,3946436.0,4.0,20.0,277.83,33.0,188.0,16.0,134.0,349.0,10407.5,0.0,92.0,109.0,1694.25,17.83,54589.33,2.0,6279.0,6.5,13.0,1.0,93.25,114.33,16.0,19.0,8.0,9522.58,24190.5,0.0,39.0,844.33,3.0,0.0,7.0,68792.5,368.0,769.0,11798.5,1620.75,104.5,112004.08,8.0,0.67,484.33,2254.0,177.0,17.83,32.33,4.5,11.92,1462.0,672.67,1.0,30871.25,0.0,0.5,211.0,16.0,49.0,6029.33,634.0,0.67,35.0,725.5,2.0,813.5,36.0,6726.5,2.0,11.0,7.83,202.0,22.5,12747.17,0.67,45.0,326.0,5.0,333.0,45.0,0.0,8.84,54.0,1006.0,1.0,5.0,243.5,1.0,10.0,47.33,23.0,8.0,851.16,353.67,67.5,42.5,4757.5,20.0,13912.75,31.0,39.0,14516.5,76.0,116.0,4.0,19.0,15.75,3871.5,3.0,24.33,0.0,2.0,1794.0,22.0,23.25,4.0,484.0,434.5,609.17,0.0,0.0,63.0,1.0,3051.78,1.0,10.0,31.0,394.92,6.0,7.5,6.0,0.67,6.33,0.0,0.67,4.0,105.5,18.0,0.0,10.5,6855.0,59.0,23.0,99.0,6.0,6.5,5.0,5.0,127.0,6.5,483.92,0.0,151.0,62.5,0.0,6.75,955.34,10.0,6.0,4.0,73.0,62.0,2323.0,19336.17,18.0,321.0,2.0,7.5,0.0,95.0,1
sample_76,7.0,25.0,33.0,380.0,1671.0,15.0,3.25,207626.25,152.5,606.5,75571.5,16580.17,4262.67,33068.33,2953.17,25.0,20.83,2021922.24,181.5,437.75,8.0,30.33,171759.83,14.0,2588.5,223.0,95.0,2.0,5.0,360450.0,4389979.58,2.0,23.0,392.0,39.75,293.08,14.0,201.33,147.0,10729.83,0.0,74.0,91.0,1038.5,23.83,49197.5,0.0,4571.0,5.0,11.0,0.0,103.0,65.0,6.0,25.5,11.0,4753.25,28540.0,1.0,32.0,697.08,0.0,0.0,8.0,52373.17,259.83,331.5,12398.42,1786.0,66.16,100421.58,14.0,1.25,216.5,1252.5,91.0,19.0,24.58,15.5,10.58,1201.42,520.17,0.0,19314.0,0.0,2.0,262.25,15.0,31.0,4867.87,933.0,2.0,38.0,1418.83,1.0,515.5,29.0,4092.0,0.0,13.0,2.75,204.0,19.0,10776.5,0.0,53.0,246.0,3.0,166.0,56.0,1.0,7.84,66.0,1519.0,0.0,3.0,146.0,1.0,24.0,25.0,7.0,6.0,925.0,223.5,70.0,29.0,2444.0,8.0,8313.5,38.0,27.0,9153.16,52.0,24.0,4.66,34.0,14.5,3287.0,2.0,30.0,1.0,2.0,855.0,15.0,16.0,1.0,519.0,327.25,328.5,2.0,0.0,45.0,1.0,3916.28,2.0,10.0,31.83,398.96,6.0,9.0,2.0,0.67,0.0,1.0,0.67,4.0,103.83,19.5,0.0,8.0,5568.17,63.0,12.0,121.0,6.0,3.0,4.0,5.0,56.0,18.0,478.0,0.0,141.0,61.0,0.0,9.5,1553.66,14.0,6.0,2.0,27.0,51.5,4668.0,12584.5,14.0,264.0,2.0,13.0,1.0,118.0,1
sample_77,24.0,18.0,25.0,409.0,1433.0,6.0,1.5,81279.67,21.0,149.5,16416.66,7360.25,312.5,67547.75,2423.67,7.0,12.5,919517.0,153.0,309.0,8.0,13.5,98622.0,15.5,3451.0,217.0,17.0,9.0,3.0,339519.67,3668464.0,6.0,10.0,67.5,14.0,148.17,7.0,66.5,255.5,1898.5,0.0,33.0,70.25,831.0,0.83,42219.5,0.0,3366.0,5.0,3.0,1.0,122.0,36.0,1.0,6.0,0.0,8932.08,15384.5,1.0,19.0,973.33,2.0,1.0,3.0,36488.08,586.33,515.67,2716.5,121.0,54.34,152273.17,21.0,0.5,189.5,375.0,172.0,13.25,4.92,8.5,4.08,291.42,1079.33,0.0,36004.75,0.5,0.0,176.5,1.0,63.0,1019.5,1060.0,0.33,11.0,1243.33,7.0,1119.33,4.0,2919.0,2.0,15.0,0.0,48.0,10.0,14592.83,0.83,17.0,77.5,2.0,67.0,92.0,0.0,7.84,28.0,369.0,0.0,3.0,165.0,1.0,4.0,11.0,12.0,5.34,155.0,77.5,21.0,50.0,3344.92,5.0,1064.5,44.0,57.0,12515.66,19.0,56.0,5.66,27.0,21.5,2196.0,3.0,34.0,0.0,0.0,2926.34,3.0,3.75,1.0,413.0,219.75,296.5,0.0,1.0,41.5,1.0,1775.14,0.0,7.0,1.33,156.92,2.01,9.0,1.0,1.0,2.0,0.0,1.0,10.0,51.5,9.0,0.0,26.0,1436.58,82.0,2.0,28.25,4.0,0.0,10.0,12.0,66.0,76.0,223.67,0.0,76.0,64.5,0.0,11.5,524.66,7.0,2.0,1.0,37.0,17.0,1114.5,6014.0,13.83,105.0,2.0,4.25,0.0,49.0,1
